Lake,Date,Parameter,Depth,Value
Ferdinand City,6/26/19,Phycocyanin (ug/L),3,21.79
Huntingburg City,6/26/19,Phycocyanin (ug/L),3,21.02
McClish,7/1/19,Phycocyanin (ug/L),3,19.2
Bixler,7/2/19,Phycocyanin (ug/L),3,16.12
Sacrider,7/2/19,Phycocyanin (ug/L),3,13.06
Crane,7/2/19,Phycocyanin (ug/L),3,14.47
Knapp,7/2/19,Phycocyanin (ug/L),3,60.13
Fancher,7/8/19,Phycocyanin (ug/L),3,15.24
Lake George,7/8/19,Phycocyanin (ug/L),3,NA
Hudson,7/8/19,Phycocyanin (ug/L),3,22.64
Potato Cr. (Worster),7/8/19,Phycocyanin (ug/L),3,15.01
Pleasant,7/8/19,Phycocyanin (ug/L),3,26.74
Kreighbaum,7/8/19,Phycocyanin (ug/L),3,7.93
Thomas,7/9/19,Phycocyanin (ug/L),3,6.17
Hortz,7/9/19,Phycocyanin (ug/L),3,11.66
Nyona,7/9/19,Phycocyanin (ug/L),3,14.7
South Mud,7/9/19,Phycocyanin (ug/L),3,5.83
Mansfield Reservoir (Harden),7/10/19,Phycocyanin (ug/L),3,6.65
Green Valley,7/10/19,Phycocyanin (ug/L),3,14.89
Stump Jumper,7/10/19,Phycocyanin (ug/L),3,29.58
Airline,7/10/19,Phycocyanin (ug/L),3,30.58
Scott,7/10/19,Phycocyanin (ug/L),3,7.89
Pigeon,7/15/19,Phycocyanin (ug/L),3,19.2
Fox,7/15/19,Phycocyanin (ug/L),3,25.7
James,7/15/19,Phycocyanin (ug/L),3,22.3
Oswego,7/15/19,Phycocyanin (ug/L),3,24.1
Little Chapman,7/15/19,Phycocyanin (ug/L),3,22.2
Center,7/16/19,Phycocyanin (ug/L),3,17.5
Palestine,7/16/19,Phycocyanin (ug/L),3,16.22
Winona,7/16/19,Phycocyanin (ug/L),3,5.43
St. Joseph Impoundment,7/16/19,Phycocyanin (ug/L),3,17.22
Clair,7/16/19,Phycocyanin (ug/L),3,13.26
Spectacle,7/22/19,Phycocyanin (ug/L),3,NA
Hog,7/22/19,Phycocyanin (ug/L),3,19.67
Flat,7/22/19,Phycocyanin (ug/L),3,8.22
Shockapee,7/22/19,Phycocyanin (ug/L),3,76.69
Henderson,7/23/19,Phycocyanin (ug/L),3,NA
Wolf,7/23/19,Phycocyanin (ug/L),3,12.88
Hammond,7/23/19,Phycocyanin (ug/L),3,20.54
Sellers,7/23/19,Phycocyanin (ug/L),3,15.64
Troy Cedar,7/23/19,Phycocyanin (ug/L),3,5.34
Moss,7/24/19,Phycocyanin (ug/L),3,NA
Long,7/24/19,Phycocyanin (ug/L),3,70.13
Sullivan,7/24/19,Phycocyanin (ug/L),3,27.6
Duck,7/24/19,Phycocyanin (ug/L),3,21.35
Tree,7/24/19,Phycocyanin (ug/L),3,21.95
Trimble,7/29/19,Phycocyanin (ug/L),3,NA
Dogwood,7/29/19,Phycocyanin (ug/L),3,14.2
Red Pine,7/29/19,Phycocyanin (ug/L),3,3.5
Lincoln,7/29/19,Phycocyanin (ug/L),3,9.8
Deam,7/30/19,Phycocyanin (ug/L),3,10.1
Oak,7/30/19,Phycocyanin (ug/L),3,NA
Starve Hollow,7/30/19,Phycocyanin (ug/L),3,11.2
Lake Lemon- Reed,7/30/19,Phycocyanin (ug/L),3,4.8
Lake Lemon- Riddle,7/30/19,Phycocyanin (ug/L),3,11.9
Goose,8/5/19,Phycocyanin (ug/L),3,17.39
Mateer,8/5/19,Phycocyanin (ug/L),3,16.75
Olin,8/5/19,Phycocyanin (ug/L),3,31.03
Goldeneye,8/5/19,Phycocyanin (ug/L),3,149.47
Price,8/5/19,Phycocyanin (ug/L),3,23.27
Kuhn,8/6/19,Phycocyanin (ug/L),3,17.49
Diamond,8/6/19,Phycocyanin (ug/L),3,27.57
Silver,8/6/19,Phycocyanin (ug/L),3,12.96
North Little,8/6/19,Phycocyanin (ug/L),3,15.01
Knightstown,8/6/19,Phycocyanin (ug/L),3,11.25
Little Otter,7/1/19,Phycocyanin (ug/L),4,13.09
Green,7/1/19,Phycocyanin (ug/L),4,20.4
Crooked,7/1/19,Phycocyanin (ug/L),4,22.32
Ball,7/1/19,Phycocyanin (ug/L),4,15.84
North Twin,6/24/19,Phycocyanin (ug/L),4,15.7
Shipshewanna,6/24/19,Phycocyanin (ug/L),4,NA
Royer,6/24/19,Phycocyanin (ug/L),4,7.7
Oliver,6/24/19,Phycocyanin (ug/L),4,18.06
Big Long,6/24/19,Phycocyanin (ug/L),4,15.96
Rivir,6/25/19,Phycocyanin (ug/L),4,15.6
Dock,6/25/19,Phycocyanin (ug/L),4,3.36
Bowen,6/25/19,Phycocyanin (ug/L),4,NA
Williams,6/25/19,Phycocyanin (ug/L),4,19.07
Port Mitchell,6/25/19,Phycocyanin (ug/L),4,13.7
"Twin Pits, East",6/26/19,Phycocyanin (ug/L),4,12.37
Huntingburg City,6/26/19,Phycocyanin (ug/L),4,11.22
Ferdinand City,6/26/19,Phycocyanin (ug/L),4,30.43
Huntingburg City,6/26/19,Phycocyanin (ug/L),4,23.18
McClish,7/1/19,Phycocyanin (ug/L),4,15.8
Bixler,7/2/19,Phycocyanin (ug/L),4,17.79
Sacrider,7/2/19,Phycocyanin (ug/L),4,14.08
Crane,7/2/19,Phycocyanin (ug/L),4,17.59
Knapp,7/2/19,Phycocyanin (ug/L),4,18.14
Fancher,7/8/19,Phycocyanin (ug/L),4,6.65
Lake George,7/8/19,Phycocyanin (ug/L),4,NA
Hudson,7/8/19,Phycocyanin (ug/L),4,18.79
Potato Cr. (Worster),7/8/19,Phycocyanin (ug/L),4,19.98
Pleasant,7/8/19,Phycocyanin (ug/L),4,25.68
Kreighbaum,7/8/19,Phycocyanin (ug/L),4,19.35
Thomas,7/9/19,Phycocyanin (ug/L),4,8.28
Hortz,7/9/19,Phycocyanin (ug/L),4,7.33
Nyona,7/9/19,Phycocyanin (ug/L),4,14.14
South Mud,7/9/19,Phycocyanin (ug/L),4,13.82
Mansfield Reservoir (Harden),7/10/19,Phycocyanin (ug/L),4,7.27
Green Valley,7/10/19,Phycocyanin (ug/L),4,23.27
Stump Jumper,7/10/19,Phycocyanin (ug/L),4,29.06
Airline,7/10/19,Phycocyanin (ug/L),4,24.36
Scott,7/10/19,Phycocyanin (ug/L),4,24.74
Pigeon,7/15/19,Phycocyanin (ug/L),4,18.2
Fox,7/15/19,Phycocyanin (ug/L),4,16.1
James,7/15/19,Phycocyanin (ug/L),4,20.9
Oswego,7/15/19,Phycocyanin (ug/L),4,20.1
Little Chapman,7/15/19,Phycocyanin (ug/L),4,21
Center,7/16/19,Phycocyanin (ug/L),4,17.56
Palestine,7/16/19,Phycocyanin (ug/L),4,16.33
Winona,7/16/19,Phycocyanin (ug/L),4,6.3
St. Joseph Impoundment,7/16/19,Phycocyanin (ug/L),4,NA
Clair,7/16/19,Phycocyanin (ug/L),4,12.99
Spectacle,7/22/19,Phycocyanin (ug/L),4,NA
Hog,7/22/19,Phycocyanin (ug/L),4,19.97
Flat,7/22/19,Phycocyanin (ug/L),4,10.07
Shockapee,7/22/19,Phycocyanin (ug/L),4,6.63
Henderson,7/23/19,Phycocyanin (ug/L),4,NA
Wolf,7/23/19,Phycocyanin (ug/L),4,15.05
Hammond,7/23/19,Phycocyanin (ug/L),4,17.35
Sellers,7/23/19,Phycocyanin (ug/L),4,17.13
Troy Cedar,7/23/19,Phycocyanin (ug/L),4,12.71
Moss,7/24/19,Phycocyanin (ug/L),4,NA
Long,7/24/19,Phycocyanin (ug/L),4,5.42
Sullivan,7/24/19,Phycocyanin (ug/L),4,20.43
Duck,7/24/19,Phycocyanin (ug/L),4,19.05
Tree,7/24/19,Phycocyanin (ug/L),4,35.75
Trimble,7/29/19,Phycocyanin (ug/L),4,NA
Dogwood,7/29/19,Phycocyanin (ug/L),4,9.5
Red Pine,7/29/19,Phycocyanin (ug/L),4,10.1
Lincoln,7/29/19,Phycocyanin (ug/L),4,8.9
Deam,7/30/19,Phycocyanin (ug/L),4,4.3
Oak,7/30/19,Phycocyanin (ug/L),4,NA
Starve Hollow,7/30/19,Phycocyanin (ug/L),4,11.8
Lake Lemon- Reed,7/30/19,Phycocyanin (ug/L),4,NA
Lake Lemon- Riddle,7/30/19,Phycocyanin (ug/L),4,5.6
Goose,8/5/19,Phycocyanin (ug/L),4,13.2
Mateer,8/5/19,Phycocyanin (ug/L),4,16.81
Olin,8/5/19,Phycocyanin (ug/L),4,28.83
Goldeneye,8/5/19,Phycocyanin (ug/L),4,42.05
Price,8/5/19,Phycocyanin (ug/L),4,24.89
Kuhn,8/6/19,Phycocyanin (ug/L),4,11.52
Diamond,8/6/19,Phycocyanin (ug/L),4,8.41
Silver,8/6/19,Phycocyanin (ug/L),4,4.49
North Little,8/6/19,Phycocyanin (ug/L),4,7.02
Knightstown,8/6/19,Phycocyanin (ug/L),4,12.1
Little Otter,7/1/19,Phycocyanin (ug/L),5,13.98
Green,7/1/19,Phycocyanin (ug/L),5,21.1
Crooked,7/1/19,Phycocyanin (ug/L),5,20.56
Ball,7/1/19,Phycocyanin (ug/L),5,15.3
North Twin,6/24/19,Phycocyanin (ug/L),5,15.7
Shipshewanna,6/24/19,Phycocyanin (ug/L),5,NA
Royer,6/24/19,Phycocyanin (ug/L),5,12.5
Oliver,6/24/19,Phycocyanin (ug/L),5,19.41
Big Long,6/24/19,Phycocyanin (ug/L),5,14.24
Rivir,6/25/19,Phycocyanin (ug/L),5,13.27
Dock,6/25/19,Phycocyanin (ug/L),5,8.56
Bowen,6/25/19,Phycocyanin (ug/L),5,NA
Williams,6/25/19,Phycocyanin (ug/L),5,17.07
Port Mitchell,6/25/19,Phycocyanin (ug/L),5,15.22
"Twin Pits, East",6/26/19,Phycocyanin (ug/L),5,NA
Huntingburg City,6/26/19,Phycocyanin (ug/L),5,12.62
Ferdinand City,6/26/19,Phycocyanin (ug/L),5,8.39
Huntingburg City,6/26/19,Phycocyanin (ug/L),5,17.54
McClish,7/1/19,Phycocyanin (ug/L),5,14.7
Bixler,7/2/19,Phycocyanin (ug/L),5,13.91
Sacrider,7/2/19,Phycocyanin (ug/L),5,14.42
Crane,7/2/19,Phycocyanin (ug/L),5,15.74
Knapp,7/2/19,Phycocyanin (ug/L),5,21.46
Fancher,7/8/19,Phycocyanin (ug/L),5,4.42
Lake George,7/8/19,Phycocyanin (ug/L),5,NA
Hudson,7/8/19,Phycocyanin (ug/L),5,18.77
Potato Cr. (Worster),7/8/19,Phycocyanin (ug/L),5,23.19
Pleasant,7/8/19,Phycocyanin (ug/L),5,24.77
Kreighbaum,7/8/19,Phycocyanin (ug/L),5,4.23
Thomas,7/9/19,Phycocyanin (ug/L),5,11.26
Hortz,7/9/19,Phycocyanin (ug/L),5,0.84
Nyona,7/9/19,Phycocyanin (ug/L),5,12.02
South Mud,7/9/19,Phycocyanin (ug/L),5,12.85
Mansfield Reservoir (Harden),7/10/19,Phycocyanin (ug/L),5,11.52
Green Valley,7/10/19,Phycocyanin (ug/L),5,NA
Stump Jumper,7/10/19,Phycocyanin (ug/L),5,24.2
Airline,7/10/19,Phycocyanin (ug/L),5,24.9
Scott,7/10/19,Phycocyanin (ug/L),5,14.51
Pigeon,7/15/19,Phycocyanin (ug/L),5,18.1
Fox,7/15/19,Phycocyanin (ug/L),5,19.1
James,7/15/19,Phycocyanin (ug/L),5,12.6
Oswego,7/15/19,Phycocyanin (ug/L),5,13.3
Little Chapman,7/15/19,Phycocyanin (ug/L),5,24.5
Center,7/16/19,Phycocyanin (ug/L),5,17.09
Palestine,7/16/19,Phycocyanin (ug/L),5,14.37
Winona,7/16/19,Phycocyanin (ug/L),5,13.39
St. Joseph Impoundment,7/16/19,Phycocyanin (ug/L),5,NA
Clair,7/16/19,Phycocyanin (ug/L),5,10.92
Spectacle,7/22/19,Phycocyanin (ug/L),5,NA
Hog,7/22/19,Phycocyanin (ug/L),5,16.8
Flat,7/22/19,Phycocyanin (ug/L),5,14.75
Shockapee,7/22/19,Phycocyanin (ug/L),5,5.32
Henderson,7/23/19,Phycocyanin (ug/L),5,NA
Wolf,7/23/19,Phycocyanin (ug/L),5,16.11
Hammond,7/23/19,Phycocyanin (ug/L),5,13.38
Sellers,7/23/19,Phycocyanin (ug/L),5,20.16
Troy Cedar,7/23/19,Phycocyanin (ug/L),5,16.32
Moss,7/24/19,Phycocyanin (ug/L),5,NA
Long,7/24/19,Phycocyanin (ug/L),5,17.8
Sullivan,7/24/19,Phycocyanin (ug/L),5,8.05
Duck,7/24/19,Phycocyanin (ug/L),5,8.19
Tree,7/24/19,Phycocyanin (ug/L),5,114.91
Trimble,7/29/19,Phycocyanin (ug/L),5,NA
Dogwood,7/29/19,Phycocyanin (ug/L),5,5
Red Pine,7/29/19,Phycocyanin (ug/L),5,NA
Lincoln,7/29/19,Phycocyanin (ug/L),5,24.1
Deam,7/30/19,Phycocyanin (ug/L),5,7.5
Oak,7/30/19,Phycocyanin (ug/L),5,NA
Starve Hollow,7/30/19,Phycocyanin (ug/L),5,NA
Lake Lemon- Reed,7/30/19,Phycocyanin (ug/L),5,NA
Lake Lemon- Riddle,7/30/19,Phycocyanin (ug/L),5,15.2
Goose,8/5/19,Phycocyanin (ug/L),5,5.41
Mateer,8/5/19,Phycocyanin (ug/L),5,NA
Olin,8/5/19,Phycocyanin (ug/L),5,26.8
Goldeneye,8/5/19,Phycocyanin (ug/L),5,NA
Price,8/5/19,Phycocyanin (ug/L),5,17.4
Kuhn,8/6/19,Phycocyanin (ug/L),5,9.07
Diamond,8/6/19,Phycocyanin (ug/L),5,8.49
Silver,8/6/19,Phycocyanin (ug/L),5,9.99
North Little,8/6/19,Phycocyanin (ug/L),5,4.89
Knightstown,8/6/19,Phycocyanin (ug/L),5,NA
Little Otter,7/1/19,Phycocyanin (ug/L),6,12.81
Green,7/1/19,Phycocyanin (ug/L),6,20
Crooked,7/1/19,Phycocyanin (ug/L),6,18.63
Ball,7/1/19,Phycocyanin (ug/L),6,15.2
North Twin,6/24/19,Phycocyanin (ug/L),6,15.5
Shipshewanna,6/24/19,Phycocyanin (ug/L),6,NA
Royer,6/24/19,Phycocyanin (ug/L),6,1.1
Oliver,6/24/19,Phycocyanin (ug/L),6,18.59
Big Long,6/24/19,Phycocyanin (ug/L),6,14.95
Rivir,6/25/19,Phycocyanin (ug/L),6,14.58
Dock,6/25/19,Phycocyanin (ug/L),6,9.22
Bowen,6/25/19,Phycocyanin (ug/L),6,NA
Williams,6/25/19,Phycocyanin (ug/L),6,14.71
Port Mitchell,6/25/19,Phycocyanin (ug/L),6,13.03
"Twin Pits, East",6/26/19,Phycocyanin (ug/L),6,NA
Huntingburg City,6/26/19,Phycocyanin (ug/L),6,12.8
Ferdinand City,6/26/19,Phycocyanin (ug/L),6,3.3
Huntingburg City,6/26/19,Phycocyanin (ug/L),6,16.62
McClish,7/1/19,Phycocyanin (ug/L),6,7.8
Bixler,7/2/19,Phycocyanin (ug/L),6,13.67
Sacrider,7/2/19,Phycocyanin (ug/L),6,14.33
Crane,7/2/19,Phycocyanin (ug/L),6,15.44
Knapp,7/2/19,Phycocyanin (ug/L),6,19.86
Fancher,7/8/19,Phycocyanin (ug/L),6,4.19
Lake George,7/8/19,Phycocyanin (ug/L),6,NA
Hudson,7/8/19,Phycocyanin (ug/L),6,15.94
Potato Cr. (Worster),7/8/19,Phycocyanin (ug/L),6,NA
Pleasant,7/8/19,Phycocyanin (ug/L),6,20.43
Kreighbaum,7/8/19,Phycocyanin (ug/L),6,8.09
Thomas,7/9/19,Phycocyanin (ug/L),6,10.67
Hortz,7/9/19,Phycocyanin (ug/L),6,4.93
Nyona,7/9/19,Phycocyanin (ug/L),6,11.3
South Mud,7/9/19,Phycocyanin (ug/L),6,11.21
Mansfield Reservoir (Harden),7/10/19,Phycocyanin (ug/L),6,14.28
Green Valley,7/10/19,Phycocyanin (ug/L),6,NA
Stump Jumper,7/10/19,Phycocyanin (ug/L),6,24.09
Airline,7/10/19,Phycocyanin (ug/L),6,24.36
Scott,7/10/19,Phycocyanin (ug/L),6,20.6
Pigeon,7/15/19,Phycocyanin (ug/L),6,18.2
Fox,7/15/19,Phycocyanin (ug/L),6,18.2
James,7/15/19,Phycocyanin (ug/L),6,22.6
Oswego,7/15/19,Phycocyanin (ug/L),6,43.1
Little Chapman,7/15/19,Phycocyanin (ug/L),6,23.2
Center,7/16/19,Phycocyanin (ug/L),6,14.4
Palestine,7/16/19,Phycocyanin (ug/L),6,13.98
Winona,7/16/19,Phycocyanin (ug/L),6,15.32
St. Joseph Impoundment,7/16/19,Phycocyanin (ug/L),6,NA
Clair,7/16/19,Phycocyanin (ug/L),6,14.48
Spectacle,7/22/19,Phycocyanin (ug/L),6,NA
Hog,7/22/19,Phycocyanin (ug/L),6,13.9
Flat,7/22/19,Phycocyanin (ug/L),6,16.43
Shockapee,7/22/19,Phycocyanin (ug/L),6,4.95
Henderson,7/23/19,Phycocyanin (ug/L),6,NA
Wolf,7/23/19,Phycocyanin (ug/L),6,NA
Hammond,7/23/19,Phycocyanin (ug/L),6,11.98
Sellers,7/23/19,Phycocyanin (ug/L),6,16.72
Troy Cedar,7/23/19,Phycocyanin (ug/L),6,12.88
Moss,7/24/19,Phycocyanin (ug/L),6,NA
Long,7/24/19,Phycocyanin (ug/L),6,25.19
Sullivan,7/24/19,Phycocyanin (ug/L),6,9.7
Duck,7/24/19,Phycocyanin (ug/L),6,14.9
Tree,7/24/19,Phycocyanin (ug/L),6,NA
Trimble,7/29/19,Phycocyanin (ug/L),6,NA
Dogwood,7/29/19,Phycocyanin (ug/L),6,12.3
Red Pine,7/29/19,Phycocyanin (ug/L),6,NA
Lincoln,7/29/19,Phycocyanin (ug/L),6,20.9
Deam,7/30/19,Phycocyanin (ug/L),6,10.3
Oak,7/30/19,Phycocyanin (ug/L),6,NA
Starve Hollow,7/30/19,Phycocyanin (ug/L),6,NA
Lake Lemon- Reed,7/30/19,Phycocyanin (ug/L),6,NA
Lake Lemon- Riddle,7/30/19,Phycocyanin (ug/L),6,15.3
Goose,8/5/19,Phycocyanin (ug/L),6,3.61
Mateer,8/5/19,Phycocyanin (ug/L),6,NA
Olin,8/5/19,Phycocyanin (ug/L),6,20.9
Goldeneye,8/5/19,Phycocyanin (ug/L),6,NA
Price,8/5/19,Phycocyanin (ug/L),6,16.66
Kuhn,8/6/19,Phycocyanin (ug/L),6,9.29
Diamond,8/6/19,Phycocyanin (ug/L),6,9.97
Silver,8/6/19,Phycocyanin (ug/L),6,11.29
North Little,8/6/19,Phycocyanin (ug/L),6,6.9
Knightstown,8/6/19,Phycocyanin (ug/L),6,NA
Little Otter,7/1/19,Phycocyanin (ug/L),7,7.29
Green,7/1/19,Phycocyanin (ug/L),7,20.1
Crooked,7/1/19,Phycocyanin (ug/L),7,17.12
Ball,7/1/19,Phycocyanin (ug/L),7,15
North Twin,6/24/19,Phycocyanin (ug/L),7,15.4
Shipshewanna,6/24/19,Phycocyanin (ug/L),7,NA
Royer,6/24/19,Phycocyanin (ug/L),7,2.1
Oliver,6/24/19,Phycocyanin (ug/L),7,1.85
Big Long,6/24/19,Phycocyanin (ug/L),7,17.76
Rivir,6/25/19,Phycocyanin (ug/L),7,14.01
Dock,6/25/19,Phycocyanin (ug/L),7,NA
Bowen,6/25/19,Phycocyanin (ug/L),7,NA
Williams,6/25/19,Phycocyanin (ug/L),7,14.74
Port Mitchell,6/25/19,Phycocyanin (ug/L),7,13.97
"Twin Pits, East",6/26/19,Phycocyanin (ug/L),7,NA
Huntingburg City,6/26/19,Phycocyanin (ug/L),7,NA
Ferdinand City,6/26/19,Phycocyanin (ug/L),7,NA
Huntingburg City,6/26/19,Phycocyanin (ug/L),7,15.94
McClish,7/1/19,Phycocyanin (ug/L),7,13.7
Bixler,7/2/19,Phycocyanin (ug/L),7,13.18
Sacrider,7/2/19,Phycocyanin (ug/L),7,14.21
Crane,7/2/19,Phycocyanin (ug/L),7,14.08
Knapp,7/2/19,Phycocyanin (ug/L),7,18.61
Fancher,7/8/19,Phycocyanin (ug/L),7,12.87
Lake George,7/8/19,Phycocyanin (ug/L),7,NA
Hudson,7/8/19,Phycocyanin (ug/L),7,16.52
Potato Cr. (Worster),7/8/19,Phycocyanin (ug/L),7,NA
Pleasant,7/8/19,Phycocyanin (ug/L),7,18.41
Kreighbaum,7/8/19,Phycocyanin (ug/L),7,7.64
Thomas,7/9/19,Phycocyanin (ug/L),7,10.98
Hortz,7/9/19,Phycocyanin (ug/L),7,3.02
Nyona,7/9/19,Phycocyanin (ug/L),7,10.01
South Mud,7/9/19,Phycocyanin (ug/L),7,11.55
Mansfield Reservoir (Harden),7/10/19,Phycocyanin (ug/L),7,17.91
Green Valley,7/10/19,Phycocyanin (ug/L),7,NA
Stump Jumper,7/10/19,Phycocyanin (ug/L),7,22.62
Airline,7/10/19,Phycocyanin (ug/L),7,22.76
Scott,7/10/19,Phycocyanin (ug/L),7,20.48
Pigeon,7/15/19,Phycocyanin (ug/L),7,16.5
Fox,7/15/19,Phycocyanin (ug/L),7,17.1
James,7/15/19,Phycocyanin (ug/L),7,22.2
Oswego,7/15/19,Phycocyanin (ug/L),7,14.4
Little Chapman,7/15/19,Phycocyanin (ug/L),7,22.4
Center,7/16/19,Phycocyanin (ug/L),7,11.56
Palestine,7/16/19,Phycocyanin (ug/L),7,11.62
Winona,7/16/19,Phycocyanin (ug/L),7,14.33
St. Joseph Impoundment,7/16/19,Phycocyanin (ug/L),7,NA
Clair,7/16/19,Phycocyanin (ug/L),7,14.24
Spectacle,7/22/19,Phycocyanin (ug/L),7,NA
Hog,7/22/19,Phycocyanin (ug/L),7,13.68
Flat,7/22/19,Phycocyanin (ug/L),7,NA
Shockapee,7/22/19,Phycocyanin (ug/L),7,NA
Henderson,7/23/19,Phycocyanin (ug/L),7,NA
Wolf,7/23/19,Phycocyanin (ug/L),7,NA
Hammond,7/23/19,Phycocyanin (ug/L),7,12.63
Sellers,7/23/19,Phycocyanin (ug/L),7,NA
Troy Cedar,7/23/19,Phycocyanin (ug/L),7,13.18
Moss,7/24/19,Phycocyanin (ug/L),7,NA
Long,7/24/19,Phycocyanin (ug/L),7,NA
Sullivan,7/24/19,Phycocyanin (ug/L),7,NA
Duck,7/24/19,Phycocyanin (ug/L),7,7.22
Tree,7/24/19,Phycocyanin (ug/L),7,NA
Trimble,7/29/19,Phycocyanin (ug/L),7,NA
Dogwood,7/29/19,Phycocyanin (ug/L),7,15.4
Red Pine,7/29/19,Phycocyanin (ug/L),7,NA
Lincoln,7/29/19,Phycocyanin (ug/L),7,NA
Deam,7/30/19,Phycocyanin (ug/L),7,11.8
Oak,7/30/19,Phycocyanin (ug/L),7,NA
Starve Hollow,7/30/19,Phycocyanin (ug/L),7,NA
Lake Lemon- Reed,7/30/19,Phycocyanin (ug/L),7,NA
Lake Lemon- Riddle,7/30/19,Phycocyanin (ug/L),7,15.3
Goose,8/5/19,Phycocyanin (ug/L),7,3.58
Mateer,8/5/19,Phycocyanin (ug/L),7,NA
Olin,8/5/19,Phycocyanin (ug/L),7,20.16
Goldeneye,8/5/19,Phycocyanin (ug/L),7,NA
Price,8/5/19,Phycocyanin (ug/L),7,8.19
Kuhn,8/6/19,Phycocyanin (ug/L),7,8.22
Diamond,8/6/19,Phycocyanin (ug/L),7,10.89
Silver,8/6/19,Phycocyanin (ug/L),7,6.58
North Little,8/6/19,Phycocyanin (ug/L),7,5.62
Knightstown,8/6/19,Phycocyanin (ug/L),7,NA
Little Otter,7/1/19,Phycocyanin (ug/L),8,10.3
Green,7/1/19,Phycocyanin (ug/L),8,15.7
Crooked,7/1/19,Phycocyanin (ug/L),8,11.21
Ball,7/1/19,Phycocyanin (ug/L),8,14.6
North Twin,6/24/19,Phycocyanin (ug/L),8,14.3
Shipshewanna,6/24/19,Phycocyanin (ug/L),8,NA
Royer,6/24/19,Phycocyanin (ug/L),8,2.6
Oliver,6/24/19,Phycocyanin (ug/L),8,16.56
Big Long,6/24/19,Phycocyanin (ug/L),8,18.79
Rivir,6/25/19,Phycocyanin (ug/L),8,13.93
Dock,6/25/19,Phycocyanin (ug/L),8,NA
Bowen,6/25/19,Phycocyanin (ug/L),8,NA
Williams,6/25/19,Phycocyanin (ug/L),8,14.6
Port Mitchell,6/25/19,Phycocyanin (ug/L),8,NA
"Twin Pits, East",6/26/19,Phycocyanin (ug/L),8,NA
Huntingburg City,6/26/19,Phycocyanin (ug/L),8,NA
Ferdinand City,6/26/19,Phycocyanin (ug/L),8,NA
Huntingburg City,6/26/19,Phycocyanin (ug/L),8,18.3
McClish,7/1/19,Phycocyanin (ug/L),8,14.3
Bixler,7/2/19,Phycocyanin (ug/L),8,15.55
Sacrider,7/2/19,Phycocyanin (ug/L),8,14.87
Crane,7/2/19,Phycocyanin (ug/L),8,15.21
Knapp,7/2/19,Phycocyanin (ug/L),8,17.41
Fancher,7/8/19,Phycocyanin (ug/L),8,11.83
Lake George,7/8/19,Phycocyanin (ug/L),8,NA
Hudson,7/8/19,Phycocyanin (ug/L),8,10.56
Potato Cr. (Worster),7/8/19,Phycocyanin (ug/L),8,NA
Pleasant,7/8/19,Phycocyanin (ug/L),8,17.98
Kreighbaum,7/8/19,Phycocyanin (ug/L),8,6.79
Thomas,7/9/19,Phycocyanin (ug/L),8,10.67
Hortz,7/9/19,Phycocyanin (ug/L),8,2.82
Nyona,7/9/19,Phycocyanin (ug/L),8,9.55
South Mud,7/9/19,Phycocyanin (ug/L),8,NA
Mansfield Reservoir (Harden),7/10/19,Phycocyanin (ug/L),8,18.06
Green Valley,7/10/19,Phycocyanin (ug/L),8,NA
Stump Jumper,7/10/19,Phycocyanin (ug/L),8,21.4
Airline,7/10/19,Phycocyanin (ug/L),8,21.82
Scott,7/10/19,Phycocyanin (ug/L),8,20.11
Pigeon,7/15/19,Phycocyanin (ug/L),8,17.5
Fox,7/15/19,Phycocyanin (ug/L),8,17.2
James,7/15/19,Phycocyanin (ug/L),8,21.5
Oswego,7/15/19,Phycocyanin (ug/L),8,17.1
Little Chapman,7/15/19,Phycocyanin (ug/L),8,NA
Center,7/16/19,Phycocyanin (ug/L),8,11.23
Palestine,7/16/19,Phycocyanin (ug/L),8,NA
Winona,7/16/19,Phycocyanin (ug/L),8,13.91
St. Joseph Impoundment,7/16/19,Phycocyanin (ug/L),8,NA
Clair,7/16/19,Phycocyanin (ug/L),8,14.14
Spectacle,7/22/19,Phycocyanin (ug/L),8,NA
Hog,7/22/19,Phycocyanin (ug/L),8,12.1
Flat,7/22/19,Phycocyanin (ug/L),8,NA
Shockapee,7/22/19,Phycocyanin (ug/L),8,NA
Henderson,7/23/19,Phycocyanin (ug/L),8,NA
Wolf,7/23/19,Phycocyanin (ug/L),8,NA
Hammond,7/23/19,Phycocyanin (ug/L),8,13.78
Sellers,7/23/19,Phycocyanin (ug/L),8,NA
Troy Cedar,7/23/19,Phycocyanin (ug/L),8,14.35
Moss,7/24/19,Phycocyanin (ug/L),8,NA
Long,7/24/19,Phycocyanin (ug/L),8,NA
Sullivan,7/24/19,Phycocyanin (ug/L),8,NA
Duck,7/24/19,Phycocyanin (ug/L),8,7.38
Tree,7/24/19,Phycocyanin (ug/L),8,NA
Trimble,7/29/19,Phycocyanin (ug/L),8,NA
Dogwood,7/29/19,Phycocyanin (ug/L),8,9.6
Red Pine,7/29/19,Phycocyanin (ug/L),8,NA
Lincoln,7/29/19,Phycocyanin (ug/L),8,NA
Deam,7/30/19,Phycocyanin (ug/L),8,12.6
Oak,7/30/19,Phycocyanin (ug/L),8,NA
Starve Hollow,7/30/19,Phycocyanin (ug/L),8,NA
Lake Lemon- Reed,7/30/19,Phycocyanin (ug/L),8,NA
