Lake,Date,Parameter,Depth,Value
Lake Lemon- Riddle,7/30/19,Phycocyanin (ug/L),8,NA
Goose,8/5/19,Phycocyanin (ug/L),8,4.97
Mateer,8/5/19,Phycocyanin (ug/L),8,NA
Olin,8/5/19,Phycocyanin (ug/L),8,17.24
Goldeneye,8/5/19,Phycocyanin (ug/L),8,NA
Price,8/5/19,Phycocyanin (ug/L),8,11.83
Kuhn,8/6/19,Phycocyanin (ug/L),8,NA
Diamond,8/6/19,Phycocyanin (ug/L),8,11.22
Silver,8/6/19,Phycocyanin (ug/L),8,6.23
North Little,8/6/19,Phycocyanin (ug/L),8,NA
Knightstown,8/6/19,Phycocyanin (ug/L),8,NA
Little Otter,7/1/19,Phycocyanin (ug/L),9,11.34
Green,7/1/19,Phycocyanin (ug/L),9,15.3
Crooked,7/1/19,Phycocyanin (ug/L),9,9.78
Ball,7/1/19,Phycocyanin (ug/L),9,13.2
North Twin,6/24/19,Phycocyanin (ug/L),9,13.7
Shipshewanna,6/24/19,Phycocyanin (ug/L),9,NA
Royer,6/24/19,Phycocyanin (ug/L),9,5.8
Oliver,6/24/19,Phycocyanin (ug/L),9,13.99
Big Long,6/24/19,Phycocyanin (ug/L),9,18.19
Rivir,6/25/19,Phycocyanin (ug/L),9,12.39
Dock,6/25/19,Phycocyanin (ug/L),9,NA
Bowen,6/25/19,Phycocyanin (ug/L),9,NA
Williams,6/25/19,Phycocyanin (ug/L),9,14.16
Port Mitchell,6/25/19,Phycocyanin (ug/L),9,NA
"Twin Pits, East",6/26/19,Phycocyanin (ug/L),9,NA
Huntingburg City,6/26/19,Phycocyanin (ug/L),9,NA
Ferdinand City,6/26/19,Phycocyanin (ug/L),9,NA
Huntingburg City,6/26/19,Phycocyanin (ug/L),9,19.02
McClish,7/1/19,Phycocyanin (ug/L),9,15.5
Bixler,7/2/19,Phycocyanin (ug/L),9,14.66
Sacrider,7/2/19,Phycocyanin (ug/L),9,14.11
Crane,7/2/19,Phycocyanin (ug/L),9,9.11
Knapp,7/2/19,Phycocyanin (ug/L),9,17.74
Fancher,7/8/19,Phycocyanin (ug/L),9,12.35
Lake George,7/8/19,Phycocyanin (ug/L),9,NA
Hudson,7/8/19,Phycocyanin (ug/L),9,10.59
Potato Cr. (Worster),7/8/19,Phycocyanin (ug/L),9,NA
Pleasant,7/8/19,Phycocyanin (ug/L),9,NA
Kreighbaum,7/8/19,Phycocyanin (ug/L),9,7.59
Thomas,7/9/19,Phycocyanin (ug/L),9,10.14
Hortz,7/9/19,Phycocyanin (ug/L),9,NA
Nyona,7/9/19,Phycocyanin (ug/L),9,NA
South Mud,7/9/19,Phycocyanin (ug/L),9,NA
Mansfield Reservoir (Harden),7/10/19,Phycocyanin (ug/L),9,18.16
Green Valley,7/10/19,Phycocyanin (ug/L),9,NA
Stump Jumper,7/10/19,Phycocyanin (ug/L),9,14.2
Airline,7/10/19,Phycocyanin (ug/L),9,21.14
Scott,7/10/19,Phycocyanin (ug/L),9,18.17
Pigeon,7/15/19,Phycocyanin (ug/L),9,16.7
Fox,7/15/19,Phycocyanin (ug/L),9,16.2
James,7/15/19,Phycocyanin (ug/L),9,20.7
Oswego,7/15/19,Phycocyanin (ug/L),9,13.9
Little Chapman,7/15/19,Phycocyanin (ug/L),9,NA
Center,7/16/19,Phycocyanin (ug/L),9,8.89
Palestine,7/16/19,Phycocyanin (ug/L),9,NA
Winona,7/16/19,Phycocyanin (ug/L),9,12.57
St. Joseph Impoundment,7/16/19,Phycocyanin (ug/L),9,NA
Clair,7/16/19,Phycocyanin (ug/L),9,12.41
Spectacle,7/22/19,Phycocyanin (ug/L),9,NA
Hog,7/22/19,Phycocyanin (ug/L),9,11.47
Flat,7/22/19,Phycocyanin (ug/L),9,NA
Shockapee,7/22/19,Phycocyanin (ug/L),9,NA
Henderson,7/23/19,Phycocyanin (ug/L),9,NA
Wolf,7/23/19,Phycocyanin (ug/L),9,NA
Hammond,7/23/19,Phycocyanin (ug/L),9,12.24
Sellers,7/23/19,Phycocyanin (ug/L),9,NA
Troy Cedar,7/23/19,Phycocyanin (ug/L),9,15.02
Moss,7/24/19,Phycocyanin (ug/L),9,NA
Long,7/24/19,Phycocyanin (ug/L),9,NA
Sullivan,7/24/19,Phycocyanin (ug/L),9,NA
Duck,7/24/19,Phycocyanin (ug/L),9,14.74
Tree,7/24/19,Phycocyanin (ug/L),9,NA
Trimble,7/29/19,Phycocyanin (ug/L),9,NA
Dogwood,7/29/19,Phycocyanin (ug/L),9,7.2
Red Pine,7/29/19,Phycocyanin (ug/L),9,NA
Lincoln,7/29/19,Phycocyanin (ug/L),9,NA
Deam,7/30/19,Phycocyanin (ug/L),9,11.6
Oak,7/30/19,Phycocyanin (ug/L),9,NA
Starve Hollow,7/30/19,Phycocyanin (ug/L),9,NA
Lake Lemon- Reed,7/30/19,Phycocyanin (ug/L),9,NA
Lake Lemon- Riddle,7/30/19,Phycocyanin (ug/L),9,NA
Goose,8/5/19,Phycocyanin (ug/L),9,5.02
Mateer,8/5/19,Phycocyanin (ug/L),9,NA
Olin,8/5/19,Phycocyanin (ug/L),9,19.61
Goldeneye,8/5/19,Phycocyanin (ug/L),9,NA
Price,8/5/19,Phycocyanin (ug/L),9,11.21
Kuhn,8/6/19,Phycocyanin (ug/L),9,NA
Diamond,8/6/19,Phycocyanin (ug/L),9,11.1
Silver,8/6/19,Phycocyanin (ug/L),9,5.83
North Little,8/6/19,Phycocyanin (ug/L),9,NA
Knightstown,8/6/19,Phycocyanin (ug/L),9,NA
Little Otter,7/1/19,Phycocyanin (ug/L),10,11.55
Green,7/1/19,Phycocyanin (ug/L),10,14
Crooked,7/1/19,Phycocyanin (ug/L),10,8.1
Ball,7/1/19,Phycocyanin (ug/L),10,12.4
North Twin,6/24/19,Phycocyanin (ug/L),10,14.3
Shipshewanna,6/24/19,Phycocyanin (ug/L),10,NA
Royer,6/24/19,Phycocyanin (ug/L),10,5.1
Oliver,6/24/19,Phycocyanin (ug/L),10,14.98
Big Long,6/24/19,Phycocyanin (ug/L),10,16.98
Rivir,6/25/19,Phycocyanin (ug/L),10,NA
Dock,6/25/19,Phycocyanin (ug/L),10,NA
Bowen,6/25/19,Phycocyanin (ug/L),10,NA
Williams,6/25/19,Phycocyanin (ug/L),10,14.3
Port Mitchell,6/25/19,Phycocyanin (ug/L),10,NA
"Twin Pits, East",6/26/19,Phycocyanin (ug/L),10,NA
Huntingburg City,6/26/19,Phycocyanin (ug/L),10,NA
Ferdinand City,6/26/19,Phycocyanin (ug/L),10,NA
Huntingburg City,6/26/19,Phycocyanin (ug/L),10,17.62
McClish,7/1/19,Phycocyanin (ug/L),10,13.5
Bixler,7/2/19,Phycocyanin (ug/L),10,14.21
Sacrider,7/2/19,Phycocyanin (ug/L),10,12.99
Crane,7/2/19,Phycocyanin (ug/L),10,NA
Knapp,7/2/19,Phycocyanin (ug/L),10,16.5
Fancher,7/8/19,Phycocyanin (ug/L),10,10.59
Lake George,7/8/19,Phycocyanin (ug/L),10,NA
Hudson,7/8/19,Phycocyanin (ug/L),10,11.37
Potato Cr. (Worster),7/8/19,Phycocyanin (ug/L),10,NA
Pleasant,7/8/19,Phycocyanin (ug/L),10,NA
Kreighbaum,7/8/19,Phycocyanin (ug/L),10,5.95
Thomas,7/9/19,Phycocyanin (ug/L),10,10.45
Hortz,7/9/19,Phycocyanin (ug/L),10,NA
Nyona,7/9/19,Phycocyanin (ug/L),10,NA
South Mud,7/9/19,Phycocyanin (ug/L),10,NA
Mansfield Reservoir (Harden),7/10/19,Phycocyanin (ug/L),10,18.36
Green Valley,7/10/19,Phycocyanin (ug/L),10,NA
Stump Jumper,7/10/19,Phycocyanin (ug/L),10,NA
Airline,7/10/19,Phycocyanin (ug/L),10,19.96
Scott,7/10/19,Phycocyanin (ug/L),10,18.91
Pigeon,7/15/19,Phycocyanin (ug/L),10,13.9
Fox,7/15/19,Phycocyanin (ug/L),10,14.9
James,7/15/19,Phycocyanin (ug/L),10,20.1
Oswego,7/15/19,Phycocyanin (ug/L),10,11.3
Little Chapman,7/15/19,Phycocyanin (ug/L),10,NA
Center,7/16/19,Phycocyanin (ug/L),10,11.68
Palestine,7/16/19,Phycocyanin (ug/L),10,NA
Winona,7/16/19,Phycocyanin (ug/L),10,12.38
St. Joseph Impoundment,7/16/19,Phycocyanin (ug/L),10,NA
Clair,7/16/19,Phycocyanin (ug/L),10,11.94
Spectacle,7/22/19,Phycocyanin (ug/L),10,NA
Hog,7/22/19,Phycocyanin (ug/L),10,12.31
Flat,7/22/19,Phycocyanin (ug/L),10,NA
Shockapee,7/22/19,Phycocyanin (ug/L),10,NA
Henderson,7/23/19,Phycocyanin (ug/L),10,NA
Wolf,7/23/19,Phycocyanin (ug/L),10,NA
Hammond,7/23/19,Phycocyanin (ug/L),10,NA
Sellers,7/23/19,Phycocyanin (ug/L),10,NA
Troy Cedar,7/23/19,Phycocyanin (ug/L),10,13.95
Moss,7/24/19,Phycocyanin (ug/L),10,NA
Long,7/24/19,Phycocyanin (ug/L),10,NA
Sullivan,7/24/19,Phycocyanin (ug/L),10,NA
Duck,7/24/19,Phycocyanin (ug/L),10,15.9
Tree,7/24/19,Phycocyanin (ug/L),10,NA
Trimble,7/29/19,Phycocyanin (ug/L),10,NA
Dogwood,7/29/19,Phycocyanin (ug/L),10,12.4
Red Pine,7/29/19,Phycocyanin (ug/L),10,NA
Lincoln,7/29/19,Phycocyanin (ug/L),10,NA
Deam,7/30/19,Phycocyanin (ug/L),10,NA
Oak,7/30/19,Phycocyanin (ug/L),10,NA
Starve Hollow,7/30/19,Phycocyanin (ug/L),10,NA
Lake Lemon- Reed,7/30/19,Phycocyanin (ug/L),10,NA
Lake Lemon- Riddle,7/30/19,Phycocyanin (ug/L),10,NA
Goose,8/5/19,Phycocyanin (ug/L),10,6.53
Mateer,8/5/19,Phycocyanin (ug/L),10,NA
Olin,8/5/19,Phycocyanin (ug/L),10,20.33
Goldeneye,8/5/19,Phycocyanin (ug/L),10,NA
Price,8/5/19,Phycocyanin (ug/L),10,14.5
Kuhn,8/6/19,Phycocyanin (ug/L),10,NA
Diamond,8/6/19,Phycocyanin (ug/L),10,11.47
Silver,8/6/19,Phycocyanin (ug/L),10,NA
North Little,8/6/19,Phycocyanin (ug/L),10,NA
Knightstown,8/6/19,Phycocyanin (ug/L),10,NA
Little Otter,7/1/19,Phycocyanin (ug/L),11,9.22
Green,7/1/19,Phycocyanin (ug/L),11,NA
Crooked,7/1/19,Phycocyanin (ug/L),11,7.06
Ball,7/1/19,Phycocyanin (ug/L),11,11.8
North Twin,6/24/19,Phycocyanin (ug/L),11,14.6
Shipshewanna,6/24/19,Phycocyanin (ug/L),11,NA
Royer,6/24/19,Phycocyanin (ug/L),11,5
Oliver,6/24/19,Phycocyanin (ug/L),11,13.96
Big Long,6/24/19,Phycocyanin (ug/L),11,17.7
Rivir,6/25/19,Phycocyanin (ug/L),11,NA
Dock,6/25/19,Phycocyanin (ug/L),11,NA
Bowen,6/25/19,Phycocyanin (ug/L),11,NA
Williams,6/25/19,Phycocyanin (ug/L),11,13.21
Port Mitchell,6/25/19,Phycocyanin (ug/L),11,NA
"Twin Pits, East",6/26/19,Phycocyanin (ug/L),11,NA
Huntingburg City,6/26/19,Phycocyanin (ug/L),11,NA
Ferdinand City,6/26/19,Phycocyanin (ug/L),11,NA
Huntingburg City,6/26/19,Phycocyanin (ug/L),11,16.42
McClish,7/1/19,Phycocyanin (ug/L),11,11.5
Bixler,7/2/19,Phycocyanin (ug/L),11,14.02
Sacrider,7/2/19,Phycocyanin (ug/L),11,12.79
Crane,7/2/19,Phycocyanin (ug/L),11,NA
Knapp,7/2/19,Phycocyanin (ug/L),11,15.75
Fancher,7/8/19,Phycocyanin (ug/L),11,10.17
Lake George,7/8/19,Phycocyanin (ug/L),11,NA
Hudson,7/8/19,Phycocyanin (ug/L),11,12.85
Potato Cr. (Worster),7/8/19,Phycocyanin (ug/L),11,NA
Pleasant,7/8/19,Phycocyanin (ug/L),11,NA
Kreighbaum,7/8/19,Phycocyanin (ug/L),11,NA
Thomas,7/9/19,Phycocyanin (ug/L),11,10.27
Hortz,7/9/19,Phycocyanin (ug/L),11,NA
Nyona,7/9/19,Phycocyanin (ug/L),11,NA
South Mud,7/9/19,Phycocyanin (ug/L),11,NA
Mansfield Reservoir (Harden),7/10/19,Phycocyanin (ug/L),11,18.18
Green Valley,7/10/19,Phycocyanin (ug/L),11,NA
Stump Jumper,7/10/19,Phycocyanin (ug/L),11,NA
Airline,7/10/19,Phycocyanin (ug/L),11,18.16
Scott,7/10/19,Phycocyanin (ug/L),11,18.2
Pigeon,7/15/19,Phycocyanin (ug/L),11,NA
Fox,7/15/19,Phycocyanin (ug/L),11,13.5
James,7/15/19,Phycocyanin (ug/L),11,17.1
Oswego,7/15/19,Phycocyanin (ug/L),11,NA
Little Chapman,7/15/19,Phycocyanin (ug/L),11,NA
Center,7/16/19,Phycocyanin (ug/L),11,11.92
Palestine,7/16/19,Phycocyanin (ug/L),11,NA
Winona,7/16/19,Phycocyanin (ug/L),11,11.72
St. Joseph Impoundment,7/16/19,Phycocyanin (ug/L),11,NA
Clair,7/16/19,Phycocyanin (ug/L),11,11.67
Spectacle,7/22/19,Phycocyanin (ug/L),11,NA
Hog,7/22/19,Phycocyanin (ug/L),11,11.61
Flat,7/22/19,Phycocyanin (ug/L),11,NA
Shockapee,7/22/19,Phycocyanin (ug/L),11,NA
Henderson,7/23/19,Phycocyanin (ug/L),11,NA
Wolf,7/23/19,Phycocyanin (ug/L),11,NA
Hammond,7/23/19,Phycocyanin (ug/L),11,NA
Sellers,7/23/19,Phycocyanin (ug/L),11,NA
Troy Cedar,7/23/19,Phycocyanin (ug/L),11,13.87
Moss,7/24/19,Phycocyanin (ug/L),11,NA
Long,7/24/19,Phycocyanin (ug/L),11,NA
Sullivan,7/24/19,Phycocyanin (ug/L),11,NA
Duck,7/24/19,Phycocyanin (ug/L),11,18.37
Tree,7/24/19,Phycocyanin (ug/L),11,NA
Trimble,7/29/19,Phycocyanin (ug/L),11,NA
Dogwood,7/29/19,Phycocyanin (ug/L),11,NA
Red Pine,7/29/19,Phycocyanin (ug/L),11,NA
Lincoln,7/29/19,Phycocyanin (ug/L),11,NA
Deam,7/30/19,Phycocyanin (ug/L),11,NA
Oak,7/30/19,Phycocyanin (ug/L),11,NA
Starve Hollow,7/30/19,Phycocyanin (ug/L),11,NA
Lake Lemon- Reed,7/30/19,Phycocyanin (ug/L),11,NA
Lake Lemon- Riddle,7/30/19,Phycocyanin (ug/L),11,NA
Goose,8/5/19,Phycocyanin (ug/L),11,8
Mateer,8/5/19,Phycocyanin (ug/L),11,NA
Olin,8/5/19,Phycocyanin (ug/L),11,20.64
Goldeneye,8/5/19,Phycocyanin (ug/L),11,NA
Price,8/5/19,Phycocyanin (ug/L),11,17.67
Kuhn,8/6/19,Phycocyanin (ug/L),11,NA
Diamond,8/6/19,Phycocyanin (ug/L),11,NA
Silver,8/6/19,Phycocyanin (ug/L),11,NA
North Little,8/6/19,Phycocyanin (ug/L),11,NA
Knightstown,8/6/19,Phycocyanin (ug/L),11,NA
Little Otter,7/1/19,Phycocyanin (ug/L),12,NA
Green,7/1/19,Phycocyanin (ug/L),12,NA
Crooked,7/1/19,Phycocyanin (ug/L),12,5.61
Ball,7/1/19,Phycocyanin (ug/L),12,10.2
North Twin,6/24/19,Phycocyanin (ug/L),12,NA
Shipshewanna,6/24/19,Phycocyanin (ug/L),12,NA
Royer,6/24/19,Phycocyanin (ug/L),12,5.5
Oliver,6/24/19,Phycocyanin (ug/L),12,12.98
Big Long,6/24/19,Phycocyanin (ug/L),12,16.95
Rivir,6/25/19,Phycocyanin (ug/L),12,NA
Dock,6/25/19,Phycocyanin (ug/L),12,NA
Bowen,6/25/19,Phycocyanin (ug/L),12,NA
Williams,6/25/19,Phycocyanin (ug/L),12,12.45
Port Mitchell,6/25/19,Phycocyanin (ug/L),12,NA
"Twin Pits, East",6/26/19,Phycocyanin (ug/L),12,NA
Huntingburg City,6/26/19,Phycocyanin (ug/L),12,NA
Ferdinand City,6/26/19,Phycocyanin (ug/L),12,NA
Huntingburg City,6/26/19,Phycocyanin (ug/L),12,15.38
McClish,7/1/19,Phycocyanin (ug/L),12,11.5
Bixler,7/2/19,Phycocyanin (ug/L),12,NA
Sacrider,7/2/19,Phycocyanin (ug/L),12,12.27
Crane,7/2/19,Phycocyanin (ug/L),12,NA
Knapp,7/2/19,Phycocyanin (ug/L),12,15.29
Fancher,7/8/19,Phycocyanin (ug/L),12,NA
Lake George,7/8/19,Phycocyanin (ug/L),12,NA
Hudson,7/8/19,Phycocyanin (ug/L),12,NA
Potato Cr. (Worster),7/8/19,Phycocyanin (ug/L),12,NA
Pleasant,7/8/19,Phycocyanin (ug/L),12,NA
Kreighbaum,7/8/19,Phycocyanin (ug/L),12,NA
Thomas,7/9/19,Phycocyanin (ug/L),12,6.04
Hortz,7/9/19,Phycocyanin (ug/L),12,NA
Nyona,7/9/19,Phycocyanin (ug/L),12,NA
South Mud,7/9/19,Phycocyanin (ug/L),12,NA
Mansfield Reservoir (Harden),7/10/19,Phycocyanin (ug/L),12,19.81
Green Valley,7/10/19,Phycocyanin (ug/L),12,NA
Stump Jumper,7/10/19,Phycocyanin (ug/L),12,NA
Airline,7/10/19,Phycocyanin (ug/L),12,16.18
Scott,7/10/19,Phycocyanin (ug/L),12,17.23
Pigeon,7/15/19,Phycocyanin (ug/L),12,NA
Fox,7/15/19,Phycocyanin (ug/L),12,10
James,7/15/19,Phycocyanin (ug/L),12,16.2
Oswego,7/15/19,Phycocyanin (ug/L),12,NA
Little Chapman,7/15/19,Phycocyanin (ug/L),12,NA
Center,7/16/19,Phycocyanin (ug/L),12,10.96
Palestine,7/16/19,Phycocyanin (ug/L),12,NA
Winona,7/16/19,Phycocyanin (ug/L),12,11.12
St. Joseph Impoundment,7/16/19,Phycocyanin (ug/L),12,NA
Clair,7/16/19,Phycocyanin (ug/L),12,10.98
Spectacle,7/22/19,Phycocyanin (ug/L),12,NA
Hog,7/22/19,Phycocyanin (ug/L),12,12.1
Flat,7/22/19,Phycocyanin (ug/L),12,NA
Shockapee,7/22/19,Phycocyanin (ug/L),12,NA
Henderson,7/23/19,Phycocyanin (ug/L),12,NA
Wolf,7/23/19,Phycocyanin (ug/L),12,NA
Hammond,7/23/19,Phycocyanin (ug/L),12,NA
Sellers,7/23/19,Phycocyanin (ug/L),12,NA
Troy Cedar,7/23/19,Phycocyanin (ug/L),12,12.61
Moss,7/24/19,Phycocyanin (ug/L),12,NA
Long,7/24/19,Phycocyanin (ug/L),12,NA
Sullivan,7/24/19,Phycocyanin (ug/L),12,NA
Duck,7/24/19,Phycocyanin (ug/L),12,19.96
Tree,7/24/19,Phycocyanin (ug/L),12,NA
Trimble,7/29/19,Phycocyanin (ug/L),12,NA
Dogwood,7/29/19,Phycocyanin (ug/L),12,NA
Red Pine,7/29/19,Phycocyanin (ug/L),12,NA
Lincoln,7/29/19,Phycocyanin (ug/L),12,NA
Deam,7/30/19,Phycocyanin (ug/L),12,NA
Oak,7/30/19,Phycocyanin (ug/L),12,NA
Starve Hollow,7/30/19,Phycocyanin (ug/L),12,NA
Lake Lemon- Reed,7/30/19,Phycocyanin (ug/L),12,NA
Lake Lemon- Riddle,7/30/19,Phycocyanin (ug/L),12,NA
Goose,8/5/19,Phycocyanin (ug/L),12,9.01
Mateer,8/5/19,Phycocyanin (ug/L),12,NA
Olin,8/5/19,Phycocyanin (ug/L),12,18.05
Goldeneye,8/5/19,Phycocyanin (ug/L),12,NA
Price,8/5/19,Phycocyanin (ug/L),12,14.25
Kuhn,8/6/19,Phycocyanin (ug/L),12,NA
Diamond,8/6/19,Phycocyanin (ug/L),12,NA
Silver,8/6/19,Phycocyanin (ug/L),12,NA
North Little,8/6/19,Phycocyanin (ug/L),12,NA
Knightstown,8/6/19,Phycocyanin (ug/L),12,NA
Little Otter,7/1/19,Phycocyanin (ug/L),13,NA
Green,7/1/19,Phycocyanin (ug/L),13,NA
Crooked,7/1/19,Phycocyanin (ug/L),13,5.59
Ball,7/1/19,Phycocyanin (ug/L),13,10.3
North Twin,6/24/19,Phycocyanin (ug/L),13,NA
Shipshewanna,6/24/19,Phycocyanin (ug/L),13,NA
Royer,6/24/19,Phycocyanin (ug/L),13,6.2
Oliver,6/24/19,Phycocyanin (ug/L),13,12.76
Big Long,6/24/19,Phycocyanin (ug/L),13,17.29
Rivir,6/25/19,Phycocyanin (ug/L),13,NA
Dock,6/25/19,Phycocyanin (ug/L),13,NA
Bowen,6/25/19,Phycocyanin (ug/L),13,NA
Williams,6/25/19,Phycocyanin (ug/L),13,12.11
Port Mitchell,6/25/19,Phycocyanin (ug/L),13,NA
"Twin Pits, East",6/26/19,Phycocyanin (ug/L),13,NA
Huntingburg City,6/26/19,Phycocyanin (ug/L),13,NA
Ferdinand City,6/26/19,Phycocyanin (ug/L),13,NA
Huntingburg City,6/26/19,Phycocyanin (ug/L),13,15.09
McClish,7/1/19,Phycocyanin (ug/L),13,11.9
Bixler,7/2/19,Phycocyanin (ug/L),13,NA
Sacrider,7/2/19,Phycocyanin (ug/L),13,12.1
Crane,7/2/19,Phycocyanin (ug/L),13,NA
Knapp,7/2/19,Phycocyanin (ug/L),13,15.04
Fancher,7/8/19,Phycocyanin (ug/L),13,NA
Lake George,7/8/19,Phycocyanin (ug/L),13,NA
Hudson,7/8/19,Phycocyanin (ug/L),13,NA
Potato Cr. (Worster),7/8/19,Phycocyanin (ug/L),13,NA
Pleasant,7/8/19,Phycocyanin (ug/L),13,NA
Kreighbaum,7/8/19,Phycocyanin (ug/L),13,NA
Thomas,7/9/19,Phycocyanin (ug/L),13,NA
Hortz,7/9/19,Phycocyanin (ug/L),13,NA
Nyona,7/9/19,Phycocyanin (ug/L),13,NA
South Mud,7/9/19,Phycocyanin (ug/L),13,NA
Mansfield Reservoir (Harden),7/10/19,Phycocyanin (ug/L),13,17.68
Green Valley,7/10/19,Phycocyanin (ug/L),13,NA
Stump Jumper,7/10/19,Phycocyanin (ug/L),13,NA
Airline,7/10/19,Phycocyanin (ug/L),13,10.78
Scott,7/10/19,Phycocyanin (ug/L),13,16.72
Pigeon,7/15/19,Phycocyanin (ug/L),13,NA
Fox,7/15/19,Phycocyanin (ug/L),13,11.1
James,7/15/19,Phycocyanin (ug/L),13,15.7
Oswego,7/15/19,Phycocyanin (ug/L),13,NA
Little Chapman,7/15/19,Phycocyanin (ug/L),13,NA
Center,7/16/19,Phycocyanin (ug/L),13,NA
Palestine,7/16/19,Phycocyanin (ug/L),13,NA
Winona,7/16/19,Phycocyanin (ug/L),13,11.61
St. Joseph Impoundment,7/16/19,Phycocyanin (ug/L),13,NA
Clair,7/16/19,Phycocyanin (ug/L),13,11.13
Spectacle,7/22/19,Phycocyanin (ug/L),13,NA
Hog,7/22/19,Phycocyanin (ug/L),13,12.16
Flat,7/22/19,Phycocyanin (ug/L),13,NA
Shockapee,7/22/19,Phycocyanin (ug/L),13,NA
Henderson,7/23/19,Phycocyanin (ug/L),13,NA
Wolf,7/23/19,Phycocyanin (ug/L),13,NA
Hammond,7/23/19,Phycocyanin (ug/L),13,NA
Sellers,7/23/19,Phycocyanin (ug/L),13,NA
Troy Cedar,7/23/19,Phycocyanin (ug/L),13,12.58
Moss,7/24/19,Phycocyanin (ug/L),13,NA
Long,7/24/19,Phycocyanin (ug/L),13,NA
Sullivan,7/24/19,Phycocyanin (ug/L),13,NA
Duck,7/24/19,Phycocyanin (ug/L),13,NA
Tree,7/24/19,Phycocyanin (ug/L),13,NA
Trimble,7/29/19,Phycocyanin (ug/L),13,NA
Dogwood,7/29/19,Phycocyanin (ug/L),13,NA
Red Pine,7/29/19,Phycocyanin (ug/L),13,NA
Lincoln,7/29/19,Phycocyanin (ug/L),13,NA
Deam,7/30/19,Phycocyanin (ug/L),13,NA
Oak,7/30/19,Phycocyanin (ug/L),13,NA
Starve Hollow,7/30/19,Phycocyanin (ug/L),13,NA
Lake Lemon- Reed,7/30/19,Phycocyanin (ug/L),13,NA
Lake Lemon- Riddle,7/30/19,Phycocyanin (ug/L),13,NA
Goose,8/5/19,Phycocyanin (ug/L),13,7.64
Mateer,8/5/19,Phycocyanin (ug/L),13,NA
Olin,8/5/19,Phycocyanin (ug/L),13,17.42
Goldeneye,8/5/19,Phycocyanin (ug/L),13,NA
Price,8/5/19,Phycocyanin (ug/L),13,NA
Kuhn,8/6/19,Phycocyanin (ug/L),13,NA
Diamond,8/6/19,Phycocyanin (ug/L),13,NA
Silver,8/6/19,Phycocyanin (ug/L),13,NA
North Little,8/6/19,Phycocyanin (ug/L),13,NA
Knightstown,8/6/19,Phycocyanin (ug/L),13,NA
Little Otter,7/1/19,Phycocyanin (ug/L),14,NA
Green,7/1/19,Phycocyanin (ug/L),14,NA
Crooked,7/1/19,Phycocyanin (ug/L),14,4.96
Ball,7/1/19,Phycocyanin (ug/L),14,10.9
North Twin,6/24/19,Phycocyanin (ug/L),14,NA
Shipshewanna,6/24/19,Phycocyanin (ug/L),14,NA
Royer,6/24/19,Phycocyanin (ug/L),14,5.9
Oliver,6/24/19,Phycocyanin (ug/L),14,13.49
Big Long,6/24/19,Phycocyanin (ug/L),14,16.23
Rivir,6/25/19,Phycocyanin (ug/L),14,NA
Dock,6/25/19,Phycocyanin (ug/L),14,NA
Bowen,6/25/19,Phycocyanin (ug/L),14,NA
Williams,6/25/19,Phycocyanin (ug/L),14,NA
Port Mitchell,6/25/19,Phycocyanin (ug/L),14,NA
"Twin Pits, East",6/26/19,Phycocyanin (ug/L),14,NA
Huntingburg City,6/26/19,Phycocyanin (ug/L),14,NA
Ferdinand City,6/26/19,Phycocyanin (ug/L),14,NA
Huntingburg City,6/26/19,Phycocyanin (ug/L),14,14.57
McClish,7/1/19,Phycocyanin (ug/L),14,11.5
Bixler,7/2/19,Phycocyanin (ug/L),14,NA
Sacrider,7/2/19,Phycocyanin (ug/L),14,11.04
Crane,7/2/19,Phycocyanin (ug/L),14,NA
Knapp,7/2/19,Phycocyanin (ug/L),14,14.26
Fancher,7/8/19,Phycocyanin (ug/L),14,NA
Lake George,7/8/19,Phycocyanin (ug/L),14,NA
Hudson,7/8/19,Phycocyanin (ug/L),14,NA
Potato Cr. (Worster),7/8/19,Phycocyanin (ug/L),14,NA
Pleasant,7/8/19,Phycocyanin (ug/L),14,NA
Kreighbaum,7/8/19,Phycocyanin (ug/L),14,NA
Thomas,7/9/19,Phycocyanin (ug/L),14,NA
Hortz,7/9/19,Phycocyanin (ug/L),14,NA
Nyona,7/9/19,Phycocyanin (ug/L),14,NA
South Mud,7/9/19,Phycocyanin (ug/L),14,NA
Mansfield Reservoir (Harden),7/10/19,Phycocyanin (ug/L),14,17.71
Green Valley,7/10/19,Phycocyanin (ug/L),14,NA
Stump Jumper,7/10/19,Phycocyanin (ug/L),14,NA
Airline,7/10/19,Phycocyanin (ug/L),14,10.24
Scott,7/10/19,Phycocyanin (ug/L),14,15.21
Pigeon,7/15/19,Phycocyanin (ug/L),14,NA
Fox,7/15/19,Phycocyanin (ug/L),14,11.8
James,7/15/19,Phycocyanin (ug/L),14,14.8
Oswego,7/15/19,Phycocyanin (ug/L),14,NA
Little Chapman,7/15/19,Phycocyanin (ug/L),14,NA
Center,7/16/19,Phycocyanin (ug/L),14,NA
Palestine,7/16/19,Phycocyanin (ug/L),14,NA
Winona,7/16/19,Phycocyanin (ug/L),14,11.81
St. Joseph Impoundment,7/16/19,Phycocyanin (ug/L),14,NA
Clair,7/16/19,Phycocyanin (ug/L),14,10.48
Spectacle,7/22/19,Phycocyanin (ug/L),14,NA
