sample_id,lake_name,lake_type,ecoregion_3,year,date_sampled,parameter,value
2417,Waveland,Impoundment,Eastern Corn Belt Plain,2015,11-Aug-15,rotifers_cell_mL,0
2496,Molenkramer Reservoir,Impoundment,Eastern Corn Belt Plain,2016,3-Aug-16,rotifers_cell_mL,1
2612,Bass,Natural Lake,MI-IN Till Plain,2017,8-Aug-17,rotifers_cell_mL,0
2671,Tamarack,Natural Lake,MI-IN Till Plain,2018,10-Jul-18,rotifers_cell_mL,5
2340,Little Bause,Natural Lake,MI-IN Till Plain,2015,7-Jul-15,rotifers_cell_mL,5
2358,Cedar,Natural Lake,Central Corn Belt Plain,2015,13-Jul-15,rotifers_cell_mL,0
2712,Waveland,Impoundment,Eastern Corn Belt Plain,2018,31-Jul-18,rotifers_cell_mL,0
2380,Willow,Surface Mine Lake,Interior River Lowland,2015,22-Jul-15,rotifers_cell_mL,0
2403,Scales,Surface Mine Lake,Interior River Lowland,2015,3-Aug-15,rotifers_cell_mL,0
2404,Schlamm,Impoundment,Eastern Corn Belt Plain,2015,3-Aug-15,rotifers_cell_mL,0
2405,John Hay,Impoundment,Interior River,2015,3-Aug-15,rotifers_cell_mL,0
2406,Starve Hollow,Impoundment,Eastern Corn Belt Plain,2015,3-Aug-15,rotifers_cell_mL,0
2407,Brush Creek Reservoir,Impoundment,Eastern Corn Belt Plain,2015,3-Aug-15,rotifers_cell_mL,0
2408,Huntingburg City,Impoundment,Interior River Lowland,2015,4-Aug-15,rotifers_cell_mL,0
2409,White Oak #2,NA,Interior River Lowland,2015,4-Aug-15,rotifers_cell_mL,0
2410,Crystal,Surface Mine Lake,Interior River Lowland,2015,4-Aug-15,rotifers_cell_mL,0
2411,Kickapoo,Impoundment,Interior River Lowland,2015,4-Aug-15,rotifers_cell_mL,0
2412,Shakamak,Impoundment,Interior River Lowland,2015,4-Aug-15,rotifers_cell_mL,0
2435,North Twin,Natural Lake,MI-IN Till Plain,2016,15-Jun-16,rotifers_cell_mL,NA
2436,North Twin,Natural Lake,MI-IN Till Plain,2016,15-Jun-16,rotifers_cell_mL,NA
2437,North Twin,Natural Lake,MI-IN Till Plain,2016,15-Jun-16,rotifers_cell_mL,NA
2663,Fry,Surface Mine Lake,Interior River Lowland,2018,3-Jul-18,rotifers_cell_mL,NA
2453,South Twin,Natural Lake,MI-IN Till Plain,2016,5-Jul-16,rotifers_cell_mL,NA
2477,Ferdinand City New,Impoundment,Interior River,2016,18-Jul-16,rotifers_cell_mL,6
2548,Simonton,Natural Lake,MI-IN Till Plain,2017,28-Jun-17,rotifers_cell_mL,0
2549,Hunter,Natural Lake,MI-IN Till Plain,2017,28-Jun-17,rotifers_cell_mL,0
2550,Fish,Natural Lake,MI-IN Till Plain,2017,28-Jun-17,rotifers_cell_mL,0
2551,Banning,Natural Lake,MI-IN Till Plain,2017,28-Jun-17,rotifers_cell_mL,1
2552,Little Barbee,Natural Lake,MI-IN Till Plain,2017,28-Jun-17,rotifers_cell_mL,0
2558,Benefiel,Surface Mine Lake,Interior River Lowland,2017,11-Jul-17,rotifers_cell_mL,0
2673,Mink,Natural Lake,Central Corn Belt Plain,2018,10-Jul-18,rotifers_cell_mL,NA
2651,Robinson,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,rotifers_cell_mL,0
2616,Airline,Surface Mine Lake,Interior River Lowland,2017,11-Jul-17,Zooplankton (NU/L),8
2467,Gambill,Surface Mine Lake,Interior River Lowland,2016,20-Jul-16,Zooplankton (NU/L),NA
2570,Eagle,Natural Lake,MI-IN Till Plain,2017,17-Jul-17,Zooplankton (NU/L),7
2559,Hale,Surface Mine Lake,Interior River Lowland,2017,10-Jul-17,Zooplankton (NU/L),11
2576,Deam,Impoundment,Interior River,2017,17-Jul-17,Zooplankton (NU/L),27
2439,Gage,Natural Lake,MI-IN Till Plain,2016,27-Jun-16,Zooplankton (NU/L),62
2526,Nasby Mill Pond,Impoundment,MI-IN Till Plain,2016,15-Aug-16,Zooplankton (NU/L),NA
2555,Chrisney,Impoundment,Interior River Lowland,2017,10-Jul-17,Zooplankton (NU/L),137
2571,Price,Natural Lake,MI-IN Till Plain,2017,17-Jul-17,Zooplankton (NU/L),255
2311,Griffy,Impoundment,Interior River,2015,30-Apr-15,Zooplankton (NU/L),270
2363,Gambill,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Zooplankton (NU/L),109
2402,Boones Pond,Surface Mine Lake,Eastern Corn Belt Plain,2015,5-Aug-15,Zooplankton (NU/L),203
2525,George,Natural Lake,MI-IN Till Plain,2016,15-Aug-16,Zooplankton (NU/L),17
2603,McClish,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Zooplankton (NU/L),48
2468,Mayfield,Surface Mine Lake,Interior River Lowland,2016,20-Jul-16,Zooplankton (NU/L),102
2475,Celina,Impoundment,Interior River,2016,18-Jul-16,Zooplankton (NU/L),10
2565,Hammond,Surface Mine Lake,Interior River Lowland,2017,12-Jul-17,Zooplankton (NU/L),60
2346,Green,Natural Lake,MI-IN Till Plain,2015,6-Jul-15,Zooplankton (NU/L),54
2362,Turtle,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Zooplankton (NU/L),217
2378,Todd,Surface Mine Lake,Interior River Lowland,2015,22-Jul-15,Zooplankton (NU/L),284
2388,Summit,Impoundment,Eastern Corn Belt Plain,2015,27-Jul-15,Zooplankton (NU/L),196
2560,Mayfield,Surface Mine Lake,Interior River Lowland,2017,11-Jul-17,Zooplankton (NU/L),94
2621,Griffy,Impoundment,Interior River,2017,15-Aug-17,Zooplankton (NU/L),140
2653,"Twin Pitts, East",Surface Mine Lake,Interior River Lowland,2018,2-Jul-18,Zooplankton (NU/L),283
2676,Gooseneck,Natural Lake,MI-IN Till Plain,2018,16-Jul-18,Zooplankton (NU/L),48
2677,"Failing ""Gentian""",Natural Lake,MI-IN Till Plain,2018,16-Jul-18,Zooplankton (NU/L),53
2705,Scott,Surface Mine Lake,Interior River Lowland,2018,26-Jul-18,Zooplankton (NU/L),12
2504,Pretty,Natural Lake,MI-IN Till Plain,2016,2-Aug-16,Zooplankton (NU/L),20
2554,John Hay,Impoundment,Interior River,2017,10-Jul-17,Zooplankton (NU/L),49
2557,Patoka Reservoir,Impoundment,Interior River,2017,10-Jul-17,Zooplankton (NU/L),136
2596,Clair,Surface Mine Lake,Eastern Corn Belt Plain,2017,25-Jul-17,Zooplankton (NU/L),40
2600,Crooked,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Zooplankton (NU/L),4
2660,Bass,Surface Mine Lake,Interior River Lowland,2018,3-Jul-18,Zooplankton (NU/L),48
2667,Lawrence,Natural Lake,MI-IN Till Plain,2018,9-Jul-18,Zooplankton (NU/L),31
2374,Goodman,Surface Mine Lake,Interior River Lowland,2015,22-Jul-15,Zooplankton (NU/L),122
2469,Redbud,Surface Mine Lake,Interior River Lowland,2016,20-Jul-16,Zooplankton (NU/L),64
2482,Star,Surface Mine Lake,Interior River Lowland,2016,27-Jul-16,Zooplankton (NU/L),152
2566,White Pine,Surface Mine Lake,Interior River Lowland,2017,12-Jul-17,Zooplankton (NU/L),180
2359,T Lake,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Zooplankton (NU/L),103
2438,Silver,Natural Lake,MI-IN Till Plain,2016,27-Jun-16,Zooplankton (NU/L),118
2470,Hackberry,Surface Mine Lake,Interior River Lowland,2016,20-Jul-16,Zooplankton (NU/L),547
2478,Chrisney,Impoundment,Interior River Lowland,2016,18-Jul-16,Zooplankton (NU/L),1118
2479,Scheister,Surface Mine Lake,Interior River Lowland,2016,27-Jul-16,Zooplankton (NU/L),30
2491,Kuhn,Natural Lake,MI-IN Till Plain,2016,26-Jul-16,Zooplankton (NU/L),74
2502,South Twin,Natural Lake,MI-IN Till Plain,2016,2-Aug-16,Zooplankton (NU/L),NA
2593,Crooked,Natural Lake,MI-IN Till Plain,2017,25-Jul-17,Zooplankton (NU/L),4
2360,Bobcat,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Zooplankton (NU/L),480
2366,Bass,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Zooplankton (NU/L),43
2389,Wawasee,Natural Lake,MI-IN Till Plain,2015,28-Jul-15,Zooplankton (NU/L),60
2443,Atwood,Natural Lake,MI-IN Till Plain,2016,28-Jun-16,Zooplankton (NU/L),34
2452,South Twin,Natural Lake,MI-IN Till Plain,2016,5-Jul-16,Zooplankton (NU/L),64
2466,Chapel pit,Surface Mine Lake,Interior River Lowland,2016,20-Jul-16,Zooplankton (NU/L),101
2474,Springs Valley (Tucker),Impoundment,Interior River,2016,18-Jul-16,Zooplankton (NU/L),60
2516,North Twin,Natural Lake,MI-IN Till Plain,2016,13-Aug-16,Zooplankton (NU/L),33
2563,Horshoe,Surface Mine Lake,Interior River Lowland,2017,12-Jul-17,Zooplankton (NU/L),120
2598,Cedar,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Zooplankton (NU/L),248
2599,Barton,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Zooplankton (NU/L),169
2648,Little Bause,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Zooplankton (NU/L),357
2670,Bass (N. Chain),Natural Lake,MI-IN Till Plain,2018,9-Jul-18,Zooplankton (NU/L),66
2394,Yellowwood,Impoundment,Interior River,2015,29-Jul-15,Zooplankton (NU/L),184
2455,Lake of the Woods,Natural Lake,MI-IN Till Plain,2016,5-Jul-16,Zooplankton (NU/L),47
2463,Maxinkuckee,Natural Lake,MI-IN Till Plain,2016,12-Jul-16,Zooplankton (NU/L),38
2572,Goldeneye,Impoundment,MI-IN Till Plain,2017,17-Jul-17,Zooplankton (NU/L),2492
2606,Upper Long,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Zooplankton (NU/L),144
2610,Lawrence,Natural Lake,MI-IN Till Plain,2017,7-Aug-17,Zooplankton (NU/L),80
2646,McClish,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Zooplankton (NU/L),60
2688,Pretty,Natural Lake,MI-IN Till Plain,2018,23-Jul-18,Zooplankton (NU/L),10
2344,Blackman,Natural Lake,MI-IN Till Plain,2015,6-Jul-15,Zooplankton (NU/L),38
2368,Goose,Natural Lake,MI-IN Till Plain,2015,21-Jul-15,Zooplankton (NU/L),134
2369,Failing,Natural Lake,MI-IN Till Plain,2015,20-Jul-15,Zooplankton (NU/L),61
2440,Beaver Dam,Natural Lake,MI-IN Till Plain,2016,27-Jun-16,Zooplankton (NU/L),254
2506,Story (Lower),Natural Lake,MI-IN Till Plain,2016,8-Aug-16,Zooplankton (NU/L),32
2605,Latta,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Zooplankton (NU/L),42
2654,"Twin Pitts, West",Surface Mine Lake,Interior River Lowland,2018,2-Jul-18,Zooplankton (NU/L),52
2682,Goshen Dam Pond,Impoundment,MI-IN Till Plain,2018,17-Jul-18,Zooplankton (NU/L),NA
2701,Chapel Pit,Surface Mine Lake,Interior River Lowland,2018,26-Jul-18,Zooplankton (NU/L),190
2714,Scheister,Surface Mine Lake,Interior River Lowland,2018,31-Jul-18,Zooplankton (NU/L),17
2350,Bass (N.Chain),Natural Lake,MI-IN Till Plain,2015,14-Jul-15,Zooplankton (NU/L),60
2385,Oswego,Natural Lake,MI-IN Till Plain,2015,28-Jul-15,Zooplankton (NU/L),91
2390,Webster,Natural Lake,MI-IN Till Plain,2015,28-Jul-15,Zooplankton (NU/L),72
2500,Rothenberger,Natural Lake,MI-IN Till Plain,2016,2-Aug-16,Zooplankton (NU/L),36
2522,Hunter,Natural Lake,MI-IN Till Plain,2016,15-Aug-16,Zooplankton (NU/L),28
2564,West,Surface Mine Lake,Interior River Lowland,2017,12-Jul-17,Zooplankton (NU/L),7
2567,Long,Natural Lake,Central Corn Belt Plain,2017,17-Jul-17,Zooplankton (NU/L),141
2568,Loomis,Natural Lake,Central Corn Belt Plain,2017,17-Jul-17,Zooplankton (NU/L),14
2587,Jimmerson,Natural Lake,MI-IN Till Plain,2017,24-Jul-17,Zooplankton (NU/L),92
2678,Pleasant,Natural Lake,MI-IN Till Plain,2018,16-Jul-18,Zooplankton (NU/L),20
2679,Syl-Van,Natural Lake,MI-IN Till Plain,2018,16-Jul-18,Zooplankton (NU/L),19
2698,University,Impoundment,Interior River,2018,25-Jul-18,Zooplankton (NU/L),15
2365,Hale,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Zooplankton (NU/L),218
2464,Holem,Natural Lake,MI-IN Till Plain,2016,12-Jul-16,Zooplankton (NU/L),157
2489,Knapp,Natural Lake,MI-IN Till Plain,2016,26-Jul-16,Zooplankton (NU/L),19
2509,Hamiliton,Natural Lake,MI-IN Till Plain,2016,8-Aug-16,Zooplankton (NU/L),4
2542,Mongo Mill Pond,Natural Lake,MI-IN Till Plain,2017,21-Jun-17,Zooplankton (NU/L),20
2632,George,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Zooplankton (NU/L),52
2658,Bobcat,Surface Mine Lake,Interior River Lowland,2018,3-Jul-18,Zooplankton (NU/L),86
2689,Big Long,Natural Lake,MI-IN Till Plain,2018,23-Jul-18,Zooplankton (NU/L),19
2717,Redbud,Surface Mine Lake,Interior River Lowland,2018,7-Aug-18,Zooplankton (NU/L),44
2718,Locust,Surface Mine Lake,Interior River Lowland,2018,7-Aug-18,Zooplankton (NU/L),106
2353,Hog,Natural Lake,MI-IN Till Plain,2015,14-Jul-15,Zooplankton (NU/L),38
2361,Skunk,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Zooplankton (NU/L),268
2377,Sycamore,Surface Mine Lake,Interior River Lowland,2015,22-Jul-15,Zooplankton (NU/L),432
2578,Schlamm,Impoundment,Interior River,2017,17-Jul-17,Zooplankton (NU/L),61
2681,Latta,Natural Lake,MI-IN Till Plain,2018,16-Jul-18,Zooplankton (NU/L),14
2690,Dallas,Natural Lake,MI-IN Till Plain,2018,23-Jul-18,Zooplankton (NU/L),22
2335,Atwood,Impoundment,NA,2015,29-Jun-15,Zooplankton (NU/L),21
2379,Trimble,Surface Mine Lake,Interior River Lowland,2015,22-Jul-15,Zooplankton (NU/L),94
2446,Tippecanoe,Natural Lake,MI-IN Till Plain,2016,28-Jun-16,Zooplankton (NU/L),29
2473,Elk Creek #9,Impoundment,Interior River,2016,19-Jul-16,Zooplankton (NU/L),70
2539,Atwood,Natural Lake,MI-IN Till Plain,2017,19-Jun-17,Zooplankton (NU/L),26
2574,Bowen,Natural Lake,MI-IN Till Plain,2017,17-Jul-17,Zooplankton (NU/L),4
2588,Snow,Natural Lake,MI-IN Till Plain,2017,24-Jul-17,Zooplankton (NU/L),24
2643,Silver,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Zooplankton (NU/L),109
2659,Skunk,Surface Mine Lake,Interior River Lowland,2018,3-Jul-18,Zooplankton (NU/L),702
2700,Clear,Surface Mine Lake,Interior River Lowland,2018,26-Jul-18,Zooplankton (NU/L),97
2716,Spencer,Surface Mine Lake,Interior River Lowland,2018,6-Aug-18,Zooplankton (NU/L),85
2356,Long,Natural Lake,Central Corn Belt Plain,2015,13-Jul-15,Zooplankton (NU/L),71
2382,Center,Natural Lake,MI-IN Till Plain,2015,28-Jul-15,Zooplankton (NU/L),125
2458,Long,Natural Lake,Central Corn Belt Plain,2016,11-Jul-16,Zooplankton (NU/L),62
2485,Fletcher,Natural Lake,MI-IN Till Plain,2016,25-Jul-16,Zooplankton (NU/L),43
2499,Goldeneye,Impoundment,MI-IN Till Plain,2016,1-Aug-16,Zooplankton (NU/L),540
2604,Adams,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Zooplankton (NU/L),12
2607,Kiser,Natural Lake,MI-IN Till Plain,2017,7-Aug-17,Zooplankton (NU/L),341
2634,Big Otter,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Zooplankton (NU/L),50
2640,Gordy,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Zooplankton (NU/L),57
2694,Big Chapman,Natural Lake,MI-IN Till Plain,2018,24-Jul-18,Zooplankton (NU/L),27
2332,Oliver,Natural Lake,MI-IN Till Plain,2015,29-Jun-15,Zooplankton (NU/L),28
2442,Dallas,Natural Lake,MI-IN Till Plain,2016,27-Jun-16,Zooplankton (NU/L),14
2454,Still,Natural Lake,MI-IN Till Plain,2016,5-Jul-16,Zooplankton (NU/L),62
2505,Bixler,Natural Lake,MI-IN Till Plain,2016,2-Aug-16,Zooplankton (NU/L),NA
2547,Engle,Natural Lake,MI-IN Till Plain,2017,26-Jun-17,Zooplankton (NU/L),153
2553,Tipsaw,Impoundment,Interior River,2017,5-Jul-17,Zooplankton (NU/L),55
2642,Loon,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Zooplankton (NU/L),364
2687,Brokesha,Natural Lake,MI-IN Till Plain,2018,23-Jul-18,Zooplankton (NU/L),54
2693,Tippecanoe,Natural Lake,MI-IN Till Plain,2018,24-Jul-18,Zooplankton (NU/L),8
2704,Fry,Surface Mine Lake,NA,2018,26-Jul-18,Zooplankton (NU/L),70
2331,Otter,Natural Lake,MI-IN Till Plain,2015,30-Jun-15,Zooplankton (NU/L),67
2370,Marsh,Natural Lake,MI-IN Till Plain,2015,20-Jul-15,Zooplankton (NU/L),74
2375,Redbud,Surface Mine Lake,Interior River Lowland,2015,22-Jul-15,Zooplankton (NU/L),NA
2449,Upper Long,Natural Lake,MI-IN Till Plain,2016,6-Jul-16,Zooplankton (NU/L),36
2514,Monroe (Lower),Impoundment,Interior River,2016,10-Aug-16,Zooplankton (NU/L),14
2524,Simonton,Natural Lake,MI-IN Till Plain,2016,15-Aug-16,Zooplankton (NU/L),96
2544,Henry,Natural Lake,MI-IN Till Plain,2017,21-Jun-17,Zooplankton (NU/L),81
2561,Chapel Pit,Surface Mine Lake,Interior River Lowland,2017,11-Jul-17,Zooplankton (NU/L),95
2589,Pleasant,Natural Lake,MI-IN Till Plain,2017,24-Jul-17,Zooplankton (NU/L),92
2601,Otter,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Zooplankton (NU/L),62
2608,Big Chapman,Natural Lake,MI-IN Till Plain,2017,7-Aug-17,Zooplankton (NU/L),NA
2611,Mill Pond,Natural Lake,MI-IN Till Plain,2017,7-Aug-17,Zooplankton (NU/L),1083
2337,Big Turkey,Natural Lake,MI-IN Till Plain,2015,29-Jun-15,Zooplankton (NU/L),47
2367,Goldeneye,Impoundment,MI-IN Till Plain,2015,21-Jul-15,Zooplankton (NU/L),764
2483,Skunk,Surface Mine Lake,Interior River Lowland,2016,27-Jul-16,Zooplankton (NU/L),582
2501,Nauvoo,Natural Lake,MI-IN Till Plain,2016,2-Aug-16,Zooplankton (NU/L),100
2521,Diamond,Natural Lake,MI-IN Till Plain,2016,16-Aug-16,Zooplankton (NU/L),12
2540,Westler,Natural Lake,MI-IN Till Plain,2017,19-Jun-17,Zooplankton (NU/L),43
2613,Hartz,Natural Lake,MI-IN Till Plain,2017,8-Aug-17,Zooplankton (NU/L),88
2615,Mansfield Reservoir (Hardin),Impoundment,Interior River Lowland,2017,8-Aug-17,Zooplankton (NU/L),NA
2672,Canada,Natural Lake,Central Corn Belt Plain,2018,10-Jul-18,Zooplankton (NU/L),78
2684,Upper Long,Natural Lake,MI-IN Till Plain,2018,17-Jul-18,Zooplankton (NU/L),26
2691,Syracuse,Natural Lake,MI-IN Till Plain,2018,23-Jul-18,Zooplankton (NU/L),59
2715,Stump Jumper,Surface Mine Lake,Interior River Lowland,2018,31-Jul-18,Zooplankton (NU/L),98
2345,Loon,Natural Lake,MI-IN Till Plain,2015,6-Jul-15,Zooplankton (NU/L),48
2351,Fish (Lower),Natural Lake,MI-IN Till Plain,2015,14-Jul-15,Zooplankton (NU/L),138
2357,Clear (LaPorte),Natural Lake,MI-IN Till Plain,2015,13-Jul-15,Zooplankton (NU/L),775
2364,Hackberry,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Zooplankton (NU/L),327
2579,Starve Hollow,Impoundment,Eastern Corn Belt Plain,2017,17-Jul-17,Zooplankton (NU/L),72
2638,Engle,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Zooplankton (NU/L),81
2649,Knapp,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Zooplankton (NU/L),44
2657,Fox,Surface Mine Lake,Interior River Lowland,2018,3-Jul-18,Zooplankton (NU/L),7
2347,Big Otter,Natural Lake,MI-IN Till Plain,2015,7-Jul-15,Zooplankton (NU/L),51
2448,Hoffman,Natural Lake,MI-IN Till Plain,2016,6-Jul-16,Zooplankton (NU/L),70
2465,Lower Fry,Surface Mine Lake,Interior River Lowland,2016,20-Jul-16,Zooplankton (NU/L),93
2507,Story (Upper),Natural Lake,MI-IN Till Plain,2016,8-Aug-16,Zooplankton (NU/L),69
2586,Trout,Surface Mine Lake,Interior River Lowland,2017,19-Jul-17,Zooplankton (NU/L),188
2620,Brookville,Impoundment,Eastern Corn Belt Plain,2017,15-Aug-17,Zooplankton (NU/L),93
2635,Little Otter,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Zooplankton (NU/L),26
2674,Loomis,Natural Lake,Central Corn Belt Plain,2018,10-Jul-18,Zooplankton (NU/L),7
2349,Hartz,Natural Lake,MI-IN Till Plain,2015,14-Jul-15,Zooplankton (NU/L),35
2383,James,Natural Lake,MI-IN Till Plain,2015,28-Jul-15,Zooplankton (NU/L),146
2543,Big Turkey,Natural Lake,MI-IN Till Plain,2017,21-Jun-17,Zooplankton (NU/L),16
2683,Rothenberger,Natural Lake,MI-IN Till Plain,2018,17-Jul-18,Zooplankton (NU/L),49
2711,Mississinewa Res.,Impoundment,Eastern Corn Belt Plain,2018,31-Jul-18,Zooplankton (NU/L),15
2355,Canada,Natural Lake,Central Corn Belt Plain,2015,13-Jul-15,Zooplankton (NU/L),66
2384,North Little,Natural Lake,MI-IN Till Plain,2015,27-Jul-15,Zooplankton (NU/L),302
2450,Rider,Natural Lake,MI-IN Till Plain,2016,6-Jul-16,Zooplankton (NU/L),37
2498,Banning,Natural Lake,MI-IN Till Plain,2016,1-Aug-16,Zooplankton (NU/L),452
2545,Webster,Natural Lake,MI-IN Till Plain,2017,26-Jun-17,Zooplankton (NU/L),91
2602,Golden,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Zooplankton (NU/L),429
2393,Grouse Ridge,Impoundment,Eastern Corn Belt Plain,2015,29-Jul-15,Zooplankton (NU/L),95
2441,Westler,Natural Lake,MI-IN Till Plain,2016,27-Jun-16,Zooplankton (NU/L),5
2461,Lake of the Woods,Natural Lake,MI-IN Till Plain,2016,12-Jul-16,Zooplankton (NU/L),24
2472,Spurgeon Hollow,Impoundment,Interior River,2016,19-Jul-16,Zooplankton (NU/L),59
2488,Robinson,Natural Lake,MI-IN Till Plain,2016,26-Jul-16,Zooplankton (NU/L),3
2541,Rider,Natural Lake,MI-IN Till Plain,2017,21-Jun-17,Zooplankton (NU/L),NA
2666,Thomas,Natural Lake,MI-IN Till Plain,2018,9-Jul-18,Zooplankton (NU/L),28
2444,Miller (Chain-O),Natural Lake,MI-IN Till Plain,2016,28-Jun-16,Zooplankton (NU/L),38
2451,Webster,Natural Lake,MI-IN Till Plain,2016,5-Jul-16,Zooplankton (NU/L),35
2495,Prairie Creek Reservoir,Impoundment,Eastern Corn Belt Plain,2016,3-Aug-16,Zooplankton (NU/L),12
2508,Ball,Natural Lake,MI-IN Till Plain,2016,8-Aug-16,Zooplankton (NU/L),NA
2639,Duely,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Zooplankton (NU/L),188
2665,Kings,Natural Lake,MI-IN Till Plain,2018,9-Jul-18,Zooplankton (NU/L),47
2328,Shriner,Natural Lake,MI-IN Till Plain,2015,30-Jun-15,Zooplankton (NU/L),9
2336,Round,Natural Lake,MI-IN Till Plain,2015,30-Jun-15,Zooplankton (NU/L),40
2341,Hindman,Natural Lake,MI-IN Till Plain,2015,7-Jul-15,Zooplankton (NU/L),238
2456,Bear,Natural Lake,MI-IN Till Plain,2016,6-Jul-16,Zooplankton (NU/L),48
2523,Steinbarger,Natural Lake,MI-IN Till Plain,2016,16-Aug-16,Zooplankton (NU/L),32
2538,Story (Upper),Natural Lake,MI-IN Till Plain,2017,19-Jun-17,Zooplankton (NU/L),47
2647,Port Mitchell,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Zooplankton (NU/L),33
2652,Prides Creek,Impoundment,Interior River Lowland,2018,2-Jul-18,Zooplankton (NU/L),57
2352,Fish (Upper),Natural Lake,MI-IN Till Plain,2015,14-Jul-15,Zooplankton (NU/L),84
2372,Nauvoo,Natural Lake,MI-IN Till Plain,2015,20-Jul-15,Zooplankton (NU/L),20
2515,University,Impoundment,Interior River,2016,10-Aug-16,Zooplankton (NU/L),34
2577,Oak,Impoundment,Eastern Corn Belt Plain,2017,17-Jul-17,Zooplankton (NU/L),2063
2580,Crosley,Impoundment,Eastern Corn Belt Plain,2017,17-Jul-17,Zooplankton (NU/L),50
2597,Sylvan,Impoundment,MI-IN Till Plain,2017,11-Jul-17,Zooplankton (NU/L),9
2636,Golden,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Zooplankton (NU/L),16
2644,Hogback,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Zooplankton (NU/L),126
2680,Nauvoo,Natural Lake,MI-IN Till Plain,2018,16-Jul-18,Zooplankton (NU/L),32
2386,Prairie Creek Reservoir,Impoundment,Eastern Corn Belt Plain,2015,27-Jul-15,Zooplankton (NU/L),196
2494,Eagle Creek Reservoir,Impoundment,Eastern Corn Belt Plain,2016,3-Aug-16,Zooplankton (NU/L),5
2655,Scales,Surface Mine Lake,Interior River Lowland,2018,2-Jul-18,Zooplankton (NU/L),143
2692,Webster,Natural Lake,MI-IN Till Plain,2018,24-Jul-18,Zooplankton (NU/L),29
2329,Crane,Natural Lake,MI-IN Till Plain,2015,30-Jun-15,Zooplankton (NU/L),15
2333,Martin,Natural Lake,MI-IN Till Plain,2015,29-Jun-15,Zooplankton (NU/L),38
2490,Sawmill,Natural Lake,MI-IN Till Plain,2016,26-Jul-16,Zooplankton (NU/L),65
2614,Mississinewa Reservoir,Impoundment,Eastern Corn Belt Plain,2017,8-Aug-17,Zooplankton (NU/L),23
2401,Geist Reservoir,Impoundment,Eastern Corn Belt Plain,2015,5-Aug-15,Zooplankton (NU/L),170
2416,Manitou,Natural Lake,MI-IN Till Plain,2015,10-Aug-15,Zooplankton (NU/L),65
2476,Ferdinand City Old,Impoundment,Interior River Lowland,2016,18-Jul-16,Zooplankton (NU/L),600
2573,Miller (Chain-O),Natural Lake,MI-IN Till Plain,2017,17-Jul-17,Zooplankton (NU/L),69
2575,Dock,Natural Lake,MI-IN Till Plain,2017,17-Jul-17,Zooplankton (NU/L),83
2592,Steinbarger,Natural Lake,MI-IN Till Plain,2017,24-Jul-17,Zooplankton (NU/L),199
2710,Prarie Creek Res.,Impoundment,Eastern Corn Belt Plain,2018,30-Jul-18,Zooplankton (NU/L),4
2334,Bear,Natural Lake,MI-IN Till Plain,2015,29-Jun-15,Zooplankton (NU/L),15
2343,Royer,Natural Lake,MI-IN Till Plain,2015,6-Jul-15,Zooplankton (NU/L),27
2462,Gilbert,Natural Lake,Central Corn Belt Plain,2016,12-Jul-16,Zooplankton (NU/L),30
2581,Versailles,Impoundment,Eastern Corn Belt Plain,2017,17-Jul-17,Zooplankton (NU/L),NA
2582,Molenkramer Res,Impoundment,Eastern Corn Belt Plain,2017,17-Jul-17,Zooplankton (NU/L),239
2609,Sawmill,Natural Lake,MI-IN Till Plain,2017,7-Aug-17,Zooplankton (NU/L),111
