sample_id,lake_name,ecoregion_3,year,date_sampled,parameter,sample_location,value
2417,Waveland,Eastern Corn Belt Plain,2015,11-Aug-15,Surface Area (ha),Average,145.69
2496,Molenkramer Reservoir,Eastern Corn Belt Plain,2016,3-Aug-16,Surface Area (ha),Average,37.64
2612,Bass,MI-IN Till Plain,2017,8-Aug-17,Surface Area (ha),Average,544.32
2671,Tamarack,MI-IN Till Plain,2018,10-Jul-18,Surface Area (ha),Average,8.09
2340,Little Bause,MI-IN Till Plain,2015,7-Jul-15,Surface Area (ha),Average,2.83
2358,Cedar,Central Corn Belt Plain,2015,13-Jul-15,Surface Area (ha),Average,316.07
2712,Waveland,Eastern Corn Belt Plain,2018,31-Jul-18,Surface Area (ha),Average,145.69
2380,Willow,Interior River Lowland,2015,22-Jul-15,Surface Area (ha),Average,1.62
2403,Scales,Interior River Lowland,2015,3-Aug-15,Surface Area (ha),Average,26.71
2404,Schlamm,Eastern Corn Belt Plain,2015,3-Aug-15,Surface Area (ha),Average,285.31
2405,John Hay,Interior River,2015,3-Aug-15,Surface Area (ha),Average,84.99
2406,Starve Hollow,Eastern Corn Belt Plain,2015,3-Aug-15,Surface Area (ha),Average,58.68
2407,Brush Creek Reservoir,Eastern Corn Belt Plain,2015,3-Aug-15,Surface Area (ha),Average,67.58
2408,Huntingburg City,Interior River Lowland,2015,4-Aug-15,Surface Area (ha),Average,73.25
2409,White Oak #2,Interior River Lowland,2015,4-Aug-15,Surface Area (ha),Average,2.83
2410,Crystal,Interior River Lowland,2015,4-Aug-15,Surface Area (ha),Average,3.24
2411,Kickapoo,Interior River Lowland,2015,4-Aug-15,Surface Area (ha),Average,12.14
2412,Shakamak,Interior River Lowland,2015,4-Aug-15,Surface Area (ha),Average,22.66
2435,North Twin,MI-IN Till Plain,2016,15-Jun-16,Surface Area (ha),Average,54.63
2436,North Twin,MI-IN Till Plain,2016,15-Jun-16,Surface Area (ha),Average,54.63
2437,North Twin,MI-IN Till Plain,2016,15-Jun-16,Surface Area (ha),Average,54.63
2663,Fry,Interior River Lowland,2018,3-Jul-18,Surface Area (ha),Average,1.62
2453,South Twin,MI-IN Till Plain,2016,5-Jul-16,Surface Area (ha),Average,46.95
2477,Ferdinand City New,Interior River,2016,18-Jul-16,Surface Area (ha),Average,4.05
2548,Simonton,MI-IN Till Plain,2017,28-Jun-17,Surface Area (ha),Average,114.13
2549,Hunter,MI-IN Till Plain,2017,28-Jun-17,Surface Area (ha),Average,40.07
2550,Fish,MI-IN Till Plain,2017,28-Jun-17,Surface Area (ha),Average,13.76
2551,Banning,MI-IN Till Plain,2017,28-Jun-17,Surface Area (ha),Average,4.86
2552,Little Barbee,MI-IN Till Plain,2017,28-Jun-17,Surface Area (ha),Average,27.52
2558,Benefiel,Interior River Lowland,2017,11-Jul-17,Surface Area (ha),Average,24.28
2673,Mink,Central Corn Belt Plain,2018,10-Jul-18,Surface Area (ha),Average,14.16
2651,Robinson,MI-IN Till Plain,2018,26-Jun-18,Surface Area (ha),Average,23.88
2616,Airline,Interior River Lowland,2017,11-Jul-17,Max depth (m),Average,21
2467,Gambill,Interior River Lowland,2016,20-Jul-16,Max depth (m),Average,12.8
2570,Eagle,MI-IN Till Plain,2017,17-Jul-17,Max depth (m),Average,13.1
2559,Hale,Interior River Lowland,2017,10-Jul-17,Max depth (m),Average,9.1
2576,Deam,Interior River,2017,17-Jul-17,Max depth (m),Average,9.5
2439,Gage,MI-IN Till Plain,2016,27-Jun-16,Max depth (m),Average,21.95
2526,Nasby Mill Pond,MI-IN Till Plain,2016,15-Aug-16,Max depth (m),Average,1.4
2555,Chrisney,Interior River Lowland,2017,10-Jul-17,Max depth (m),Average,4.3
2571,Price,MI-IN Till Plain,2017,17-Jul-17,Max depth (m),Average,13
2311,Griffy,Interior River,2015,30-Apr-15,Max depth (m),Average,9
2363,Gambill,Interior River Lowland,2015,15-Jul-15,Max depth (m),Average,13
2402,Boones Pond,Eastern Corn Belt Plain,2015,5-Aug-15,Max depth (m),Average,8.38
2525,George,MI-IN Till Plain,2016,15-Aug-16,Max depth (m),Average,25
2603,McClish,MI-IN Till Plain,2017,31-Jul-17,Max depth (m),Average,16.9
2468,Mayfield,Interior River Lowland,2016,20-Jul-16,Max depth (m),Average,7.6
2475,Celina,Interior River,2016,18-Jul-16,Max depth (m),Average,15.54
2565,Hammond,Interior River Lowland,2017,12-Jul-17,Max depth (m),Average,8
2346,Green,MI-IN Till Plain,2015,6-Jul-15,Max depth (m),Average,10.7
2362,Turtle,Interior River Lowland,2015,15-Jul-15,Max depth (m),Average,7
2378,Todd,Interior River Lowland,2015,22-Jul-15,Max depth (m),Average,10
2388,Summit,Eastern Corn Belt Plain,2015,27-Jul-15,Max depth (m),Average,14.9
2560,Mayfield,Interior River Lowland,2017,11-Jul-17,Max depth (m),Average,7.9
2621,Griffy,Interior River,2017,15-Aug-17,Max depth (m),Average,9.6
2653,"Twin Pitts, East",Interior River Lowland,2018,2-Jul-18,Max depth (m),Average,5
2676,Gooseneck,MI-IN Till Plain,2018,16-Jul-18,Max depth (m),Average,10.3
2677,"Failing ""Gentian""",MI-IN Till Plain,2018,16-Jul-18,Max depth (m),Average,10
2705,Scott,Interior River Lowland,2018,26-Jul-18,Max depth (m),Average,14.6
2504,Pretty,MI-IN Till Plain,2016,2-Aug-16,Max depth (m),Average,24.99
2554,John Hay,Interior River,2017,10-Jul-17,Max depth (m),Average,5.9
2557,Patoka Reservoir,Interior River,2017,10-Jul-17,Max depth (m),Average,7.3
2596,Clair,Eastern Corn Belt Plain,2017,25-Jul-17,Max depth (m),Average,16
2600,Crooked,MI-IN Till Plain,2017,31-Jul-17,Max depth (m),Average,18.6
2660,Bass,Interior River Lowland,2018,3-Jul-18,Max depth (m),Average,15.5
2667,Lawrence,MI-IN Till Plain,2018,9-Jul-18,Max depth (m),Average,19
2374,Goodman,Interior River Lowland,2015,22-Jul-15,Max depth (m),Average,7.92
2469,Redbud,Interior River Lowland,2016,20-Jul-16,Max depth (m),Average,7
2482,Star,Interior River Lowland,2016,27-Jul-16,Max depth (m),Average,7.62
2566,White Pine,Interior River Lowland,2017,12-Jul-17,Max depth (m),Average,3.5
2359,T Lake,Interior River Lowland,2015,15-Jul-15,Max depth (m),Average,7.6
2438,Silver,MI-IN Till Plain,2016,27-Jun-16,Max depth (m),Average,10.52
2470,Hackberry,Interior River Lowland,2016,20-Jul-16,Max depth (m),Average,9
2478,Chrisney,Interior River Lowland,2016,18-Jul-16,Max depth (m),Average,4
2479,Scheister,Interior River Lowland,2016,27-Jul-16,Max depth (m),Average,14.63
2491,Kuhn,MI-IN Till Plain,2016,26-Jul-16,Max depth (m),Average,8.08
2502,South Twin,MI-IN Till Plain,2016,2-Aug-16,Max depth (m),Average,15.54
2593,Crooked,MI-IN Till Plain,2017,25-Jul-17,Max depth (m),Average,31.7
2360,Bobcat,Interior River Lowland,2015,15-Jul-15,Max depth (m),Average,9
2366,Bass,Interior River Lowland,2015,15-Jul-15,Max depth (m),Average,16
2389,Wawasee,MI-IN Till Plain,2015,28-Jul-15,Max depth (m),Average,22.8
2443,Atwood,MI-IN Till Plain,2016,28-Jun-16,Max depth (m),Average,9.75
2452,South Twin,MI-IN Till Plain,2016,5-Jul-16,Max depth (m),Average,17.4
2466,Chapel pit,Interior River Lowland,2016,20-Jul-16,Max depth (m),Average,5.8
2474,Springs Valley (Tucker),Interior River,2016,18-Jul-16,Max depth (m),Average,9.14
2516,North Twin,MI-IN Till Plain,2016,13-Aug-16,Max depth (m),Average,12
2563,Horshoe,Interior River Lowland,2017,12-Jul-17,Max depth (m),Average,7.3
2598,Cedar,MI-IN Till Plain,2017,31-Jul-17,Max depth (m),Average,8.8
2599,Barton,MI-IN Till Plain,2017,31-Jul-17,Max depth (m),Average,9.1
2648,Little Bause,MI-IN Till Plain,2018,26-Jun-18,Max depth (m),Average,4.8
2670,Bass (N. Chain),MI-IN Till Plain,2018,9-Jul-18,Max depth (m),Average,9.5
2394,Yellowwood,Interior River,2015,29-Jul-15,Max depth (m),Average,8.5
2455,Lake of the Woods,MI-IN Till Plain,2016,5-Jul-16,Max depth (m),Average,25.7
2463,Maxinkuckee,MI-IN Till Plain,2016,12-Jul-16,Max depth (m),Average,26.97
2572,Goldeneye,MI-IN Till Plain,2017,17-Jul-17,Max depth (m),Average,4.8
2606,Upper Long,MI-IN Till Plain,2017,31-Jul-17,Max depth (m),Average,16.2
2610,Lawrence,MI-IN Till Plain,2017,7-Aug-17,Max depth (m),Average,20
2646,McClish,MI-IN Till Plain,2018,25-Jun-18,Max depth (m),Average,17
2688,Pretty,MI-IN Till Plain,2018,23-Jul-18,Max depth (m),Average,25.1
2344,Blackman,MI-IN Till Plain,2015,6-Jul-15,Max depth (m),Average,16.9
2368,Goose,MI-IN Till Plain,2015,21-Jul-15,Max depth (m),Average,12.2
2369,Failing,MI-IN Till Plain,2015,20-Jul-15,Max depth (m),Average,12
2440,Beaver Dam,MI-IN Till Plain,2016,27-Jun-16,Max depth (m),Average,7.16
2506,Story (Lower),MI-IN Till Plain,2016,8-Aug-16,Max depth (m),Average,9.1
2605,Latta,MI-IN Till Plain,2017,31-Jul-17,Max depth (m),Average,10.4
2654,"Twin Pitts, West",Interior River Lowland,2018,2-Jul-18,Max depth (m),Average,2.7
2682,Goshen Dam Pond,MI-IN Till Plain,2018,17-Jul-18,Max depth (m),Average,2.6
2701,Chapel Pit,Interior River Lowland,2018,26-Jul-18,Max depth (m),Average,6.1
2714,Scheister,Interior River Lowland,2018,31-Jul-18,Max depth (m),Average,14.9
2350,Bass (N.Chain),MI-IN Till Plain,2015,14-Jul-15,Max depth (m),Average,9.6
2385,Oswego,MI-IN Till Plain,2015,28-Jul-15,Max depth (m),Average,11
2390,Webster,MI-IN Till Plain,2015,28-Jul-15,Max depth (m),Average,15.5
2500,Rothenberger,MI-IN Till Plain,2016,2-Aug-16,Max depth (m),Average,14.63
2522,Hunter,MI-IN Till Plain,2016,15-Aug-16,Max depth (m),Average,8.5
2564,West,Interior River Lowland,2017,12-Jul-17,Max depth (m),Average,25
2567,Long,Central Corn Belt Plain,2017,17-Jul-17,Max depth (m),Average,8.2
2568,Loomis,Central Corn Belt Plain,2017,17-Jul-17,Max depth (m),Average,16.7
2587,Jimmerson,MI-IN Till Plain,2017,24-Jul-17,Max depth (m),Average,16.8
2678,Pleasant,MI-IN Till Plain,2018,16-Jul-18,Max depth (m),Average,12.8
2679,Syl-Van,MI-IN Till Plain,2018,16-Jul-18,Max depth (m),Average,11
2698,University,Interior River,2018,25-Jul-18,Max depth (m),Average,10.4
2365,Hale,Interior River Lowland,2015,15-Jul-15,Max depth (m),Average,8.5
2464,Holem,MI-IN Till Plain,2016,12-Jul-16,Max depth (m),Average,8.69
2489,Knapp,MI-IN Till Plain,2016,26-Jul-16,Max depth (m),Average,17.4
2509,Hamiliton,MI-IN Till Plain,2016,8-Aug-16,Max depth (m),Average,21.3
2542,Mongo Mill Pond,MI-IN Till Plain,2017,21-Jun-17,Max depth (m),Average,2.5
2632,George,MI-IN Till Plain,2018,25-Jun-18,Max depth (m),Average,24.9
2658,Bobcat,Interior River Lowland,2018,3-Jul-18,Max depth (m),Average,9.1
2689,Big Long,MI-IN Till Plain,2018,23-Jul-18,Max depth (m),Average,25.7
2717,Redbud,Interior River Lowland,2018,7-Aug-18,Max depth (m),Average,NA
2718,Locust,Interior River Lowland,2018,7-Aug-18,Max depth (m),Average,4.8
2353,Hog,MI-IN Till Plain,2015,14-Jul-15,Max depth (m),Average,16.8
2361,Skunk,Interior River Lowland,2015,15-Jul-15,Max depth (m),Average,5
2377,Sycamore,Interior River Lowland,2015,22-Jul-15,Max depth (m),Average,7.62
2578,Schlamm,Interior River,2017,17-Jul-17,Max depth (m),Average,6.6
2681,Latta,MI-IN Till Plain,2018,16-Jul-18,Max depth (m),Average,10.9
2690,Dallas,MI-IN Till Plain,2018,23-Jul-18,Max depth (m),Average,31
2335,Atwood,NA,2015,29-Jun-15,Max depth (m),Average,10.1
2379,Trimble,Interior River Lowland,2015,22-Jul-15,Max depth (m),Average,3.04
2446,Tippecanoe,MI-IN Till Plain,2016,28-Jun-16,Max depth (m),Average,32.3
2473,Elk Creek #9,Interior River,2016,19-Jul-16,Max depth (m),Average,6.4
2539,Atwood,MI-IN Till Plain,2017,19-Jun-17,Max depth (m),Average,10
2574,Bowen,MI-IN Till Plain,2017,17-Jul-17,Max depth (m),Average,18.2
2588,Snow,MI-IN Till Plain,2017,24-Jul-17,Max depth (m),Average,24.7
2643,Silver,MI-IN Till Plain,2018,25-Jun-18,Max depth (m),Average,9.14
2659,Skunk,Interior River Lowland,2018,3-Jul-18,Max depth (m),Average,4.5
2700,Clear,Interior River Lowland,2018,26-Jul-18,Max depth (m),Average,5.8
2716,Spencer,Interior River Lowland,2018,6-Aug-18,Max depth (m),Average,5.5
2356,Long,Central Corn Belt Plain,2015,13-Jul-15,Max depth (m),Average,8.6
2382,Center,MI-IN Till Plain,2015,28-Jul-15,Max depth (m),Average,13
2458,Long,Central Corn Belt Plain,2016,11-Jul-16,Max depth (m),Average,9.14
2485,Fletcher,MI-IN Till Plain,2016,25-Jul-16,Max depth (m),Average,12.04
2499,Goldeneye,MI-IN Till Plain,2016,1-Aug-16,Max depth (m),Average,4.57
2604,Adams,MI-IN Till Plain,2017,31-Jul-17,Max depth (m),Average,27.7
2607,Kiser,MI-IN Till Plain,2017,7-Aug-17,Max depth (m),Average,6
2634,Big Otter,MI-IN Till Plain,2018,25-Jun-18,Max depth (m),Average,12.7
2640,Gordy,MI-IN Till Plain,2018,26-Jun-18,Max depth (m),Average,10.6
2694,Big Chapman,MI-IN Till Plain,2018,24-Jul-18,Max depth (m),Average,12
2332,Oliver,MI-IN Till Plain,2015,29-Jun-15,Max depth (m),Average,27
2442,Dallas,MI-IN Till Plain,2016,27-Jun-16,Max depth (m),Average,30.2
2454,Still,MI-IN Till Plain,2016,5-Jul-16,Max depth (m),Average,19.3
2505,Bixler,MI-IN Till Plain,2016,2-Aug-16,Max depth (m),Average,11.58
2547,Engle,MI-IN Till Plain,2017,26-Jun-17,Max depth (m),Average,8.2
2553,Tipsaw,Interior River,2017,5-Jul-17,Max depth (m),Average,6
2642,Loon,MI-IN Till Plain,2018,25-Jun-18,Max depth (m),Average,5.48
2687,Brokesha,MI-IN Till Plain,2018,23-Jul-18,Max depth (m),Average,5.7
2693,Tippecanoe,MI-IN Till Plain,2018,24-Jul-18,Max depth (m),Average,37
2704,Fry,NA,2018,26-Jul-18,Max depth (m),Average,2.7
2331,Otter,MI-IN Till Plain,2015,30-Jun-15,Max depth (m),Average,9.5
2370,Marsh,MI-IN Till Plain,2015,20-Jul-15,Max depth (m),Average,12
2375,Redbud,Interior River Lowland,2015,22-Jul-15,Max depth (m),Average,7
2449,Upper Long,MI-IN Till Plain,2016,6-Jul-16,Max depth (m),Average,14
2514,Monroe (Lower),Interior River,2016,10-Aug-16,Max depth (m),Average,NA
2524,Simonton,MI-IN Till Plain,2016,15-Aug-16,Max depth (m),Average,7.3
2544,Henry,MI-IN Till Plain,2017,21-Jun-17,Max depth (m),Average,6.2
2561,Chapel Pit,Interior River Lowland,2017,11-Jul-17,Max depth (m),Average,6
2589,Pleasant,MI-IN Till Plain,2017,24-Jul-17,Max depth (m),Average,15
2601,Otter,MI-IN Till Plain,2017,31-Jul-17,Max depth (m),Average,8.8
2608,Big Chapman,MI-IN Till Plain,2017,7-Aug-17,Max depth (m),Average,13
2611,Mill Pond,MI-IN Till Plain,2017,7-Aug-17,Max depth (m),Average,5.5
2337,Big Turkey,MI-IN Till Plain,2015,29-Jun-15,Max depth (m),Average,20.1
2367,Goldeneye,MI-IN Till Plain,2015,21-Jul-15,Max depth (m),Average,4
2483,Skunk,Interior River Lowland,2016,27-Jul-16,Max depth (m),Average,4.3
2501,Nauvoo,MI-IN Till Plain,2016,2-Aug-16,Max depth (m),Average,7.9
2521,Diamond,MI-IN Till Plain,2016,16-Aug-16,Max depth (m),Average,23.2
2540,Westler,MI-IN Till Plain,2017,19-Jun-17,Max depth (m),Average,10
2613,Hartz,MI-IN Till Plain,2017,8-Aug-17,Max depth (m),Average,10
2615,Mansfield Reservoir (Hardin),Interior River Lowland,2017,8-Aug-17,Max depth (m),Average,18
2672,Canada,Central Corn Belt Plain,2018,10-Jul-18,Max depth (m),Average,6.7
2684,Upper Long,MI-IN Till Plain,2018,17-Jul-18,Max depth (m),Average,16.3
2691,Syracuse,MI-IN Till Plain,2018,23-Jul-18,Max depth (m),Average,10.1
2715,Stump Jumper,Interior River Lowland,2018,31-Jul-18,Max depth (m),Average,9.1
2345,Loon,MI-IN Till Plain,2015,6-Jul-15,Max depth (m),Average,18
2351,Fish (Lower),MI-IN Till Plain,2015,14-Jul-15,Max depth (m),Average,4.7
2357,Clear (LaPorte),MI-IN Till Plain,2015,13-Jul-15,Max depth (m),Average,3.6
2364,Hackberry,Interior River Lowland,2015,15-Jul-15,Max depth (m),Average,8.25
2579,Starve Hollow,Eastern Corn Belt Plain,2017,17-Jul-17,Max depth (m),Average,4.8
2638,Engle,MI-IN Till Plain,2018,26-Jun-18,Max depth (m),Average,8.1
2649,Knapp,MI-IN Till Plain,2018,26-Jun-18,Max depth (m),Average,17.7
2657,Fox,Interior River Lowland,2018,3-Jul-18,Max depth (m),Average,9.1
2347,Big Otter,MI-IN Till Plain,2015,7-Jul-15,Max depth (m),Average,12.2
2448,Hoffman,MI-IN Till Plain,2016,6-Jul-16,Max depth (m),Average,9.4
2465,Lower Fry,Interior River Lowland,2016,20-Jul-16,Max depth (m),Average,2.1
2507,Story (Upper),MI-IN Till Plain,2016,8-Aug-16,Max depth (m),Average,8.7
2586,Trout,Interior River Lowland,2017,19-Jul-17,Max depth (m),Average,6
2620,Brookville,Eastern Corn Belt Plain,2017,15-Aug-17,Max depth (m),Average,31.4
2635,Little Otter,MI-IN Till Plain,2018,25-Jun-18,Max depth (m),Average,10.5
2674,Loomis,Central Corn Belt Plain,2018,10-Jul-18,Max depth (m),Average,16.5
2349,Hartz,MI-IN Till Plain,2015,14-Jul-15,Max depth (m),Average,10.1
2383,James,MI-IN Till Plain,2015,28-Jul-15,Max depth (m),Average,19
2543,Big Turkey,MI-IN Till Plain,2017,21-Jun-17,Max depth (m),Average,19.4
2683,Rothenberger,MI-IN Till Plain,2018,17-Jul-18,Max depth (m),Average,8.5
2711,Mississinewa Res.,Eastern Corn Belt Plain,2018,31-Jul-18,Max depth (m),Average,18.6
2355,Canada,Central Corn Belt Plain,2015,13-Jul-15,Max depth (m),Average,7
2384,North Little,MI-IN Till Plain,2015,27-Jul-15,Max depth (m),Average,8.5
2450,Rider,MI-IN Till Plain,2016,6-Jul-16,Max depth (m),Average,4.87
2498,Banning,MI-IN Till Plain,2016,1-Aug-16,Max depth (m),Average,4.57
2545,Webster,MI-IN Till Plain,2017,26-Jun-17,Max depth (m),Average,14.5
2602,Golden,MI-IN Till Plain,2017,31-Jul-17,Max depth (m),Average,8.5
2393,Grouse Ridge,Eastern Corn Belt Plain,2015,29-Jul-15,Max depth (m),Average,8.6
2441,Westler,MI-IN Till Plain,2016,27-Jun-16,Max depth (m),Average,9.75
2461,Lake of the Woods,MI-IN Till Plain,2016,12-Jul-16,Max depth (m),Average,13.41
2472,Spurgeon Hollow,Interior River,2016,19-Jul-16,Max depth (m),Average,5.18
2488,Robinson,MI-IN Till Plain,2016,26-Jul-16,Max depth (m),Average,14.02
2541,Rider,MI-IN Till Plain,2017,21-Jun-17,Max depth (m),Average,5.4
2666,Thomas,MI-IN Till Plain,2018,9-Jul-18,Max depth (m),Average,13.7
2444,Miller (Chain-O),MI-IN Till Plain,2016,28-Jun-16,Max depth (m),Average,8.84
2451,Webster,MI-IN Till Plain,2016,5-Jul-16,Max depth (m),Average,14.3
2495,Prairie Creek Reservoir,Eastern Corn Belt Plain,2016,3-Aug-16,Max depth (m),Average,8.84
2508,Ball,MI-IN Till Plain,2016,8-Aug-16,Max depth (m),Average,19.8
2639,Duely,MI-IN Till Plain,2018,26-Jun-18,Max depth (m),Average,5.8
2665,Kings,MI-IN Till Plain,2018,9-Jul-18,Max depth (m),Average,9.5
2328,Shriner,MI-IN Till Plain,2015,30-Jun-15,Max depth (m),Average,22.4
2336,Round,MI-IN Till Plain,2015,30-Jun-15,Max depth (m),Average,19.6
2341,Hindman,MI-IN Till Plain,2015,7-Jul-15,Max depth (m),Average,6
2456,Bear,MI-IN Till Plain,2016,6-Jul-16,Max depth (m),Average,16.7
2523,Steinbarger,MI-IN Till Plain,2016,16-Aug-16,Max depth (m),Average,11.3
2538,Story (Upper),MI-IN Till Plain,2017,19-Jun-17,Max depth (m),Average,8.3
2647,Port Mitchell,MI-IN Till Plain,2018,26-Jun-18,Max depth (m),Average,9.7
2652,Prides Creek,Interior River Lowland,2018,2-Jul-18,Max depth (m),Average,8.3
2352,Fish (Upper),MI-IN Till Plain,2015,14-Jul-15,Max depth (m),Average,7.1
2372,Nauvoo,MI-IN Till Plain,2015,20-Jul-15,Max depth (m),Average,9
2515,University,Interior River,2016,10-Aug-16,Max depth (m),Average,10.3
2577,Oak,Eastern Corn Belt Plain,2017,17-Jul-17,Max depth (m),Average,3.5
2580,Crosley,Eastern Corn Belt Plain,2017,17-Jul-17,Max depth (m),Average,6.1
2597,Sylvan,MI-IN Till Plain,2017,11-Jul-17,Max depth (m),Average,9.4
2636,Golden,MI-IN Till Plain,2018,25-Jun-18,Max depth (m),Average,9.2
2644,Hogback,MI-IN Till Plain,2018,25-Jun-18,Max depth (m),Average,7.9
2680,Nauvoo,MI-IN Till Plain,2018,16-Jul-18,Max depth (m),Average,8.3
2386,Prairie Creek Reservoir,Eastern Corn Belt Plain,2015,27-Jul-15,Max depth (m),Average,9
2494,Eagle Creek Reservoir,Eastern Corn Belt Plain,2016,3-Aug-16,Max depth (m),Average,13.1
2655,Scales,Interior River Lowland,2018,2-Jul-18,Max depth (m),Average,5.2
2692,Webster,MI-IN Till Plain,2018,24-Jul-18,Max depth (m),Average,15.02
2329,Crane,MI-IN Till Plain,2015,30-Jun-15,Max depth (m),Average,10.9
2333,Martin,MI-IN Till Plain,2015,29-Jun-15,Max depth (m),Average,17.5
2490,Sawmill,MI-IN Till Plain,2016,26-Jul-16,Max depth (m),Average,7.47
2614,Mississinewa Reservoir,Eastern Corn Belt Plain,2017,8-Aug-17,Max depth (m),Average,21.6
2401,Geist Reservoir,Eastern Corn Belt Plain,2015,5-Aug-15,Max depth (m),Average,7.2
2416,Manitou,MI-IN Till Plain,2015,10-Aug-15,Max depth (m),Average,13.7
2476,Ferdinand City Old,Interior River Lowland,2016,18-Jul-16,Max depth (m),Average,5.5
2573,Miller (Chain-O),MI-IN Till Plain,2017,17-Jul-17,Max depth (m),Average,7.3
2575,Dock,MI-IN Till Plain,2017,17-Jul-17,Max depth (m),Average,6.7
2592,Steinbarger,MI-IN Till Plain,2017,24-Jul-17,Max depth (m),Average,11.9
2710,Prarie Creek Res.,Eastern Corn Belt Plain,2018,30-Jul-18,Max depth (m),Average,8.8
2334,Bear,MI-IN Till Plain,2015,29-Jun-15,Max depth (m),Average,17.2
2343,Royer,MI-IN Till Plain,2015,6-Jul-15,Max depth (m),Average,17.7
2462,Gilbert,Central Corn Belt Plain,2016,12-Jul-16,Max depth (m),Average,8.84
2581,Versailles,Eastern Corn Belt Plain,2017,17-Jul-17,Max depth (m),Average,4.2
2582,Molenkramer Res,Eastern Corn Belt Plain,2017,17-Jul-17,Max depth (m),Average,1.8
2609,Sawmill,MI-IN Till Plain,2017,7-Aug-17,Max depth (m),Average,7.7
2685,Sand,MI-IN Till Plain,2018,17-Jul-18,Max depth (m),Average,15.9
2699,Shakamak,Interior River Lowland,2018,26-Jul-18,Max depth (m),Average,6.7
2520,Bartley,MI-IN Till Plain,2016,16-Aug-16,Max depth (m),Average,9.3
2583,Bischoff Res.,Eastern Corn Belt Plain,2017,17-Jul-17,Max depth (m),Average,6.3
